"","DX","distinct_specialty_count","code_volume_percent","concept_name"
"19659","S68626A",9,1.30981412569281e-07,"Partial traumatic transphalangeal amputation of right little finger, initial encounter"
"19660","S68627A",9,1.93997658918734e-07,"Partial traumatic transphalangeal amputation of left little finger, initial encounter"
"19661","S6990XD",9,2.77139512741049e-07,"Unspecified injury of unspecified wrist, hand and finger(s), subsequent encounter"
"19662","S7000XD",9,4.28906388765909e-07,"Contusion of unspecified hip, subsequent encounter"
"19663","S70212A",9,7.33099996798346e-07,"Abrasion, left hip, initial encounter"
"19664","S70321A",9,4.67507963754841e-07,"Blister (nonthermal), right thigh, initial encounter"
"19665","S71001S",9,5.89581320557446e-07,"Unspecified open wound, right hip, sequela"
"19666","S71011A",9,4.57610124014089e-07,"Laceration without foreign body, right hip, initial encounter"
"19667","S71012A",9,3.81396758010301e-07,"Laceration without foreign body, left hip, initial encounter"
"19668","S71112D",9,5.48340321637647e-07,"Laceration without foreign body, left thigh, subsequent encounter"
"19669","S72001E",9,7.80939555545313e-07,"Fracture of unspecified part of neck of right femur, subsequent encounter for open fracture type I or II with routine healing"
"19670","S72002E",9,6.69753822457535e-07,"Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type I or II with routine healing"
"19671","S72011S",9,7.51246036323057e-07,"Unspecified intracapsular fracture of right femur, sequela"
"19672","S72031D",9,4.5038470100334e-06,"Displaced midcervical fracture of right femur, subsequent encounter for closed fracture with routine healing"
"19673","S72034D",9,1.16794508940871e-06,"Nondisplaced midcervical fracture of right femur, subsequent encounter for closed fracture with routine healing"
"19674","S72035D",9,1.06071849221723e-06,"Nondisplaced midcervical fracture of left femur, subsequent encounter for closed fracture with routine healing"
"19675","S72051D",9,1.20093788854454e-06,"Unspecified fracture of head of right femur, subsequent encounter for closed fracture with routine healing"
"19676","S72052D",9,1.16068667359882e-06,"Unspecified fracture of head of left femur, subsequent encounter for closed fracture with routine healing"
"19677","S72091S",9,4.86313859262269e-07,"Other fracture of head and neck of right femur, sequela"
"19678","S72124A",9,3.23329431531224e-07,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for closed fracture"
"19679","S72131A",9,2.03235642676769e-07,"Displaced apophyseal fracture of right femur, initial encounter for closed fracture"
"19680","S72141B",9,3.74468270191774e-07,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II"
"19681","S72141P",9,3.75458054165849e-07,"Displaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion"
"19682","S72142B",9,3.75787982157208e-07,"Displaced intertrochanteric fracture of left femur, initial encounter for open fracture type I or II"
"19683","S7224XD",9,8.08323578828059e-07,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
"19684","S7225XD",9,9.73287574507255e-07,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing"
"19685","S72302S",9,7.1990287714401e-07,"Unspecified fracture of shaft of left femur, sequela"
"19686","S72322D",9,1.04653158858882e-06,"Displaced transverse fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing"
"19687","S72325A",9,2.73840232827465e-07,"Nondisplaced transverse fracture of shaft of left femur, initial encounter for closed fracture"
"19688","S72331D",9,1.50315192862883e-06,"Displaced oblique fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing"
"19689","S72341D",9,1.44376489018432e-06,"Displaced spiral fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing"
"19690","S72345A",9,2.89016920429951e-07,"Nondisplaced spiral fracture of shaft of left femur, initial encounter for closed fracture"
"19691","S72354A",9,3.66549998399173e-07,"Nondisplaced comminuted fracture of shaft of right femur, initial encounter for closed fracture"
"19692","S72355A",9,3.20690007600356e-07,"Nondisplaced comminuted fracture of shaft of left femur, initial encounter for closed fracture"
"19693","S72401K",9,5.14027810536374e-07,"Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion"
"19694","S72401S",9,8.30098826257713e-07,"Unspecified fracture of lower end of right femur, sequela"
"19695","S72402K",9,5.25245362242559e-07,"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion"
"19696","S72402S",9,8.38017098050314e-07,"Unspecified fracture of lower end of left femur, sequela"
"19697","S72413A",9,4.19008549025157e-07,"Displaced unspecified condyle fracture of lower end of unspecified femur, initial encounter for closed fracture"
"19698","S728X2S",9,8.23830194421903e-07,"Other fracture of left femur, sequela"
"19699","S7291XG",9,3.14091447773189e-07,"Unspecified fracture of right femur, subsequent encounter for closed fracture with delayed healing"
"19700","S73034A",9,4.15049413128856e-07,"Other anterior dislocation of right hip, initial encounter"
"19701","S73191S",9,3.30587847341108e-07,"Other sprain of right hip, sequela"
"19702","S7400XA",9,2.32929161899024e-07,"Injury of sciatic nerve at hip and thigh level, unspecified leg, initial encounter"
"19703","S76302D",9,1.12703401848027e-06,"Unspecified injury of muscle, fascia and tendon of the posterior muscle group at thigh level, left thigh, subsequent encounter"
"19704","S76309A",9,3.27618495418883e-07,"Unspecified injury of muscle, fascia and tendon of the posterior muscle group at thigh level, unspecified thigh, initial encounter"
"19705","S79912D",9,7.12314533342767e-07,"Unspecified injury of left hip, subsequent encounter"
"19706","S8000XD",9,8.85196800814564e-07,"Contusion of unspecified knee, subsequent encounter"
"19707","S80221A",9,3.01224256110211e-07,"Blister (nonthermal), right knee, initial encounter"
"19708","S80822S",9,2.61632897147204e-07,"Blister (nonthermal), left lower leg, sequela"
"19709","S80861D",9,5.26235146216634e-07,"Insect bite (nonvenomous), right lower leg, subsequent encounter"
"19710","S80862D",9,5.47020609672213e-07,"Insect bite (nonvenomous), left lower leg, subsequent encounter"
"19711","S81022A",9,3.59951438572005e-07,"Laceration with foreign body, left knee, initial encounter"
"19712","S81032A",9,2.38867865743475e-07,"Puncture wound without foreign body, left knee, initial encounter"
"19713","S81832D",9,5.3118406608701e-07,"Puncture wound without foreign body, left lower leg, subsequent encounter"
"19714","S81841A",9,2.47775921510152e-07,"Puncture wound with foreign body, right lower leg, initial encounter"
"19715","S82002B",9,1.57375651877953e-07,"Unspecified fracture of left patella, initial encounter for open fracture type I or II"
"19716","S82011A",9,2.64272321078072e-07,"Displaced osteochondral fracture of right patella, initial encounter for closed fracture"
"19717","S82022A",9,3.25308999479374e-07,"Displaced longitudinal fracture of left patella, initial encounter for closed fracture"
"19718","S82024A",9,1.1577173216766e-06,"Nondisplaced longitudinal fracture of right patella, initial encounter for closed fracture"
"19719","S82025A",9,1.02409648517645e-06,"Nondisplaced longitudinal fracture of left patella, initial encounter for closed fracture"
"19720","S82034D",9,3.43751974196308e-06,"Nondisplaced transverse fracture of right patella, subsequent encounter for closed fracture with routine healing"
"19721","S82044D",9,1.31740246949406e-06,"Nondisplaced comminuted fracture of right patella, subsequent encounter for closed fracture with routine healing"
"19722","S82045D",9,1.40978230707441e-06,"Nondisplaced comminuted fracture of left patella, subsequent encounter for closed fracture with routine healing"
"19723","S82121D",9,2.86971366883529e-06,"Displaced fracture of lateral condyle of right tibia, subsequent encounter for closed fracture with routine healing"
"19724","S82122D",9,2.70342996119066e-06,"Displaced fracture of lateral condyle of left tibia, subsequent encounter for closed fracture with routine healing"
"19725","S82124D",9,1.24481831139521e-06,"Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for closed fracture with routine healing"
"19726","S82131D",9,9.18519527941762e-07,"Displaced fracture of medial condyle of right tibia, subsequent encounter for closed fracture with routine healing"
"19727","S82132D",9,1.04653158858882e-06,"Displaced fracture of medial condyle of left tibia, subsequent encounter for closed fracture with routine healing"
"19728","S82134D",9,7.1165467736005e-07,"Nondisplaced fracture of medial condyle of right tibia, subsequent encounter for closed fracture with routine healing"
"19729","S82145D",9,1.4803868972251e-06,"Nondisplaced bicondylar fracture of left tibia, subsequent encounter for closed fracture with routine healing"
"19730","S82151A",9,4.76745947512876e-07,"Displaced fracture of right tibial tuberosity, initial encounter for closed fracture"
"19731","S82152A",9,5.39102337879612e-07,"Displaced fracture of left tibial tuberosity, initial encounter for closed fracture"
"19732","S82192D",9,2.18247366283576e-06,"Other fracture of upper end of left tibia, subsequent encounter for closed fracture with routine healing"
"19733","S82201G",9,4.8400436332276e-07,"Unspecified fracture of shaft of right tibia, subsequent encounter for closed fracture with delayed healing"
"19734","S82202C",9,2.42827001639776e-07,"Unspecified fracture of shaft of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
"19735","S82202K",9,6.2554347161551e-07,"Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with nonunion"
"19736","S82209B",9,2.33589017881741e-07,"Unspecified fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II"
"19737","S82209D",9,1.02178698923694e-06,"Unspecified fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with routine healing"
"19738","S82251B",9,3.50383526822612e-07,"Displaced comminuted fracture of shaft of right tibia, initial encounter for open fracture type I or II"
"19739","S82251D",9,1.79480827298965e-06,"Displaced comminuted fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing"
"19740","S82252D",9,1.52690674400664e-06,"Displaced comminuted fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing"
"19741","S82302B",9,3.59621510580647e-07,"Unspecified fracture of lower end of left tibia, initial encounter for open fracture type I or II"
"19742","S82401K",9,2.76149728766974e-07,"Unspecified fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
"19743","S82402K",9,2.4414671360521e-07,"Unspecified fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
"19744","S82424A",9,6.95158277792131e-07,"Nondisplaced transverse fracture of shaft of right fibula, initial encounter for closed fracture"
"19745","S82435D",9,7.29140860902045e-07,"Nondisplaced oblique fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
"19746","S82444A",9,4.91592707124003e-07,"Nondisplaced spiral fracture of shaft of right fibula, initial encounter for closed fracture"
"19747","S82451D",9,9.55471462973902e-07,"Displaced comminuted fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
"19748","S8251XS",9,3.22999503539865e-07,"Displaced fracture of medial malleolus of right tibia, sequela"
"19749","S8252XS",9,2.07854634555787e-07,"Displaced fracture of medial malleolus of left tibia, sequela"
"19750","S8261XS",9,6.98127629714356e-07,"Displaced fracture of lateral malleolus of right fibula, sequela"
"19751","S8262XB",9,2.28310170020007e-07,"Displaced fracture of lateral malleolus of left fibula, initial encounter for open fracture type I or II"
"19752","S8262XS",9,6.18285055805626e-07,"Displaced fracture of lateral malleolus of left fibula, sequela"
"19753","S8263XD",9,4.62888971875823e-07,"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for closed fracture with routine healing"
"19754","S8264XS",9,6.43029655157505e-07,"Nondisplaced fracture of lateral malleolus of right fibula, sequela"
"19755","S8265XS",9,5.6813600111915e-07,"Nondisplaced fracture of lateral malleolus of left fibula, sequela"
"19756","S8266XA",9,4.89613139175853e-07,"Nondisplaced fracture of lateral malleolus of unspecified fibula, initial encounter for closed fracture"
"19757","S82821D",9,9.37985279431907e-07,"Torus fracture of lower end of right fibula, subsequent encounter for fracture with routine healing"
"19758","S82822D",9,7.68402291873694e-07,"Torus fracture of lower end of left fibula, subsequent encounter for fracture with routine healing"
"19759","S82831G",9,4.38804228506661e-07,"Other fracture of upper and lower end of right fibula, subsequent encounter for closed fracture with delayed healing"
"19760","S82832S",9,4.22967684921458e-07,"Other fracture of upper and lower end of left fibula, sequela"
"19761","S82839D",9,4.63218899867182e-07,"Other fracture of upper and lower end of unspecified fibula, subsequent encounter for closed fracture with routine healing"
"19762","S82841K",9,4.51011564186921e-07,"Displaced bimalleolar fracture of right lower leg, subsequent encounter for closed fracture with nonunion"
"19763","S82841P",9,2.89016920429951e-07,"Displaced bimalleolar fracture of right lower leg, subsequent encounter for closed fracture with malunion"
"19764","S82842G",9,4.37814444532585e-07,"Displaced bimalleolar fracture of left lower leg, subsequent encounter for closed fracture with delayed healing"
"19765","S82842K",9,4.05151573388105e-07,"Displaced bimalleolar fracture of left lower leg, subsequent encounter for closed fracture with nonunion"
"19766","S82843D",9,5.44051257749987e-07,"Displaced bimalleolar fracture of unspecified lower leg, subsequent encounter for closed fracture with routine healing"
"19767","S82852G",9,3.0353375204972e-07,"Displaced trimalleolar fracture of left lower leg, subsequent encounter for closed fracture with delayed healing"
"19768","S82854D",9,1.09800035524073e-06,"Nondisplaced trimalleolar fracture of right lower leg, subsequent encounter for closed fracture with routine healing"
"19769","S82855D",9,9.58110886904769e-07,"Nondisplaced trimalleolar fracture of left lower leg, subsequent encounter for closed fracture with routine healing"
"19770","S82862A",9,3.24649143496657e-07,"Displaced Maisonneuve's fracture of left leg, initial encounter for closed fracture"
"19771","S82872B",9,3.10462239868246e-07,"Displaced pilon fracture of left tibia, initial encounter for open fracture type I or II"
"19772","S82891P",9,3.06173175980587e-07,"Other fracture of right lower leg, subsequent encounter for closed fracture with malunion"
"19773","S82892K",9,5.08419034683281e-07,"Other fracture of left lower leg, subsequent encounter for closed fracture with nonunion"
"19774","S83102A",9,3.49393742848537e-07,"Unspecified subluxation of left knee, initial encounter"
"19775","S83204D",9,3.26430754649993e-06,"Other tear of unspecified meniscus, current injury, left knee, subsequent encounter"
"19776","S83207S",9,7.42667908547739e-07,"Unspecified tear of unspecified meniscus, current injury, left knee, sequela"
"19777","S83411S",9,7.04066333558807e-07,"Sprain of medial collateral ligament of right knee, sequela"
"19778","S83422D",9,1.50810084849921e-06,"Sprain of lateral collateral ligament of left knee, subsequent encounter"
"19779","S83429A",9,5.48010393646288e-07,"Sprain of lateral collateral ligament of unspecified knee, initial encounter"
"19780","S83511S",9,6.20594551745134e-07,"Sprain of anterior cruciate ligament of right knee, sequela"
"19781","S83512S",9,6.21914263710568e-07,"Sprain of anterior cruciate ligament of left knee, sequela"
"19782","S86011S",9,1.30684477377059e-06,"Strain of right Achilles tendon, sequela"
"19783","S86102A",9,1.62654499739687e-07,"Unspecified injury of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg, initial encounter"
"19784","S86301A",9,5.48010393646288e-07,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, initial encounter"
"19785","S86302A",9,5.90571104531521e-07,"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, left leg, initial encounter"
"19786","S86891D",9,6.31152247468603e-07,"Other injury of other muscle(s) and tendon(s) at lower leg level, right leg, subsequent encounter"
"19787","S88012D",9,9.13570608071386e-07,"Complete traumatic amputation at knee level, left lower leg, subsequent encounter"
"19788","S88911D",9,5.90571104531521e-07,"Complete traumatic amputation of right lower leg, level unspecified, subsequent encounter"
"19789","S88912S",9,2.91656344360818e-07,"Complete traumatic amputation of left lower leg, level unspecified, sequela"
"19790","S89392A",9,5.13367954553657e-07,"Other physeal fracture of lower end of left fibula, initial encounter for closed fracture"
"19791","S9000XA",9,7.48276684400832e-07,"Contusion of unspecified ankle, initial encounter"
"19792","S90119A",9,1.79315863303286e-06,"Contusion of unspecified great toe without damage to nail, initial encounter"
"19793","S90121D",9,1.68626196383274e-06,"Contusion of right lesser toe(s) without damage to nail, subsequent encounter"
"19794","S90229A",9,1.755546842018e-06,"Contusion of unspecified lesser toe(s) with damage to nail, initial encounter"
"19795","S90822S",9,5.60217729326549e-07,"Blister (nonthermal), left foot, sequela"
"19796","S90851D",9,8.88496080728148e-07,"Superficial foreign body, right foot, subsequent encounter"
"19797","S90852D",9,8.531937856528e-07,"Superficial foreign body, left foot, subsequent encounter"
"19798","S90912A",9,4.6156925991039e-07,"Unspecified superficial injury of left ankle, initial encounter"
"19799","S90934A",9,6.41380015200713e-07,"Unspecified superficial injury of right lesser toe(s), initial encounter"
"19800","S91011D",9,5.85622184661145e-07,"Laceration without foreign body, right ankle, subsequent encounter"
"19801","S91021A",9,1.16464580949512e-07,"Laceration with foreign body, right ankle, initial encounter"
"19802","S91022A",9,1.14485013001362e-07,"Laceration with foreign body, left ankle, initial encounter"
"19803","S91032A",9,2.66911745008939e-07,"Puncture wound without foreign body, left ankle, initial encounter"
"19804","S91101S",9,4.66518179780766e-07,"Unspecified open wound of right great toe without damage to nail, sequela"
"19805","S91103A",9,4.26266964835042e-07,"Unspecified open wound of unspecified great toe without damage to nail, initial encounter"
"19806","S91106A",9,2.55034337320037e-07,"Unspecified open wound of unspecified lesser toe(s) without damage to nail, initial encounter"
"19807","S91109S",9,3.83376325958451e-07,"Unspecified open wound of unspecified toe(s) without damage to nail, sequela"
"19808","S91111D",9,7.06045901506958e-07,"Laceration without foreign body of right great toe without damage to nail, subsequent encounter"
"19809","S91112D",9,6.24223759650077e-07,"Laceration without foreign body of left great toe without damage to nail, subsequent encounter"
"19810","S91114D",9,5.41741761810479e-07,"Laceration without foreign body of right lesser toe(s) without damage to nail, subsequent encounter"
"19811","S91115D",9,5.44051257749987e-07,"Laceration without foreign body of left lesser toe(s) without damage to nail, subsequent encounter"
"19812","S91202D",9,1.11515661079136e-06,"Unspecified open wound of left great toe with damage to nail, subsequent encounter"
"19813","S91211A",9,8.81237664918264e-07,"Laceration without foreign body of right great toe with damage to nail, initial encounter"
"19814","S91339A",9,8.64081409367627e-07,"Puncture wound without foreign body, unspecified foot, initial encounter"
"19815","S92001S",9,4.54970700083222e-07,"Unspecified fracture of right calcaneus, sequela"
"19816","S92002S",9,4.14719485137498e-07,"Unspecified fracture of left calcaneus, sequela"
"19817","S92009D",9,3.37846263150993e-07,"Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing"
"19818","S92011D",9,1.63479319718083e-06,"Displaced fracture of body of right calcaneus, subsequent encounter for fracture with routine healing"
"19819","S92014A",9,1.05576957234685e-06,"Nondisplaced fracture of body of right calcaneus, initial encounter for closed fracture"
"19820","S92015A",9,1.03729360483078e-06,"Nondisplaced fracture of body of left calcaneus, initial encounter for closed fracture"
"19821","S92031A",9,2.92976056326252e-07,"Displaced avulsion fracture of tuberosity of right calcaneus, initial encounter for closed fracture"
"19822","S92101D",9,9.96712461893701e-07,"Unspecified fracture of right talus, subsequent encounter for fracture with routine healing"
"19823","S92152D",9,4.20658188981949e-07,"Displaced avulsion fracture (chip fracture) of left talus, subsequent encounter for fracture with routine healing"
"19824","S92154A",9,4.22307828938741e-07,"Nondisplaced avulsion fracture (chip fracture) of right talus, initial encounter for closed fracture"
"19825","S92155A",9,4.56620340040014e-07,"Nondisplaced avulsion fracture (chip fracture) of left talus, initial encounter for closed fracture"
"19826","S92201A",9,4.30885956714059e-07,"Fracture of unspecified tarsal bone(s) of right foot, initial encounter for closed fracture"
"19827","S92214A",9,1.00430080569494e-06,"Nondisplaced fracture of cuboid bone of right foot, initial encounter for closed fracture"
"19828","S92215D",9,9.90443830057891e-07,"Nondisplaced fracture of cuboid bone of left foot, subsequent encounter for fracture with routine healing"
"19829","S92255A",9,9.50192615112167e-07,"Nondisplaced fracture of navicular [scaphoid] of left foot, initial encounter for closed fracture"
"19830","S92255D",9,8.66720833298494e-07,"Nondisplaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with routine healing"
"19831","S92301S",9,4.18018765051082e-07,"Fracture of unspecified metatarsal bone(s), right foot, sequela"
"19832","S92302S",9,4.86643787253627e-07,"Fracture of unspecified metatarsal bone(s), left foot, sequela"
"19833","S92309D",9,6.17955127814267e-07,"Fracture of unspecified metatarsal bone(s), unspecified foot, subsequent encounter for fracture with routine healing"
"19834","S92311D",9,1.41176187502256e-06,"Displaced fracture of first metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
"19835","S92312D",9,1.24283874344706e-06,"Displaced fracture of first metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
"19836","S92351G",9,1.09602078729258e-06,"Displaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
"19837","S92351K",9,1.16761516141735e-06,"Displaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
"19838","S92353D",9,3.90634741768335e-07,"Displaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
"19839","S92354S",9,7.03076549584732e-07,"Nondisplaced fracture of fifth metatarsal bone, right foot, sequela"
"19840","S92355G",9,1.14386034603954e-06,"Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
"19841","S92401D",9,6.78661878224211e-07,"Displaced unspecified fracture of right great toe, subsequent encounter for fracture with routine healing"
"19842","S92402D",9,6.32142031442678e-07,"Displaced unspecified fracture of left great toe, subsequent encounter for fracture with routine healing"
"19843","S92404A",9,1.34016750089779e-06,"Nondisplaced unspecified fracture of right great toe, initial encounter for closed fracture"
"19844","S92405A",9,1.20786637636307e-06,"Nondisplaced unspecified fracture of left great toe, initial encounter for closed fracture"
"19845","S92411D",9,1.36161282033608e-06,"Displaced fracture of proximal phalanx of right great toe, subsequent encounter for fracture with routine healing"
"19846","S92412D",9,1.26956291074709e-06,"Displaced fracture of proximal phalanx of left great toe, subsequent encounter for fracture with routine healing"
"19847","S92424D",9,1.37612965195585e-06,"Nondisplaced fracture of distal phalanx of right great toe, subsequent encounter for fracture with routine healing"
"19848","S92425D",9,1.40582317117811e-06,"Nondisplaced fracture of distal phalanx of left great toe, subsequent encounter for fracture with routine healing"
"19849","S92522A",9,7.69722003839127e-07,"Displaced fracture of middle phalanx of left lesser toe(s), initial encounter for closed fracture"
"19850","S92531A",9,1.32927987718296e-06,"Displaced fracture of distal phalanx of right lesser toe(s), initial encounter for closed fracture"
"19851","S92532A",9,1.34742591670767e-06,"Displaced fracture of distal phalanx of left lesser toe(s), initial encounter for closed fracture"
"19852","S92534A",9,1.4193502188238e-06,"Nondisplaced fracture of distal phalanx of right lesser toe(s), initial encounter for closed fracture"
"19853","S92902B",9,1.10525877105061e-07,"Unspecified fracture of left foot, initial encounter for open fracture"
"19854","S92902K",9,4.67178035763482e-07,"Unspecified fracture of left foot, subsequent encounter for fracture with nonunion"
"19855","S9302XD",9,3.66879926390531e-07,"Subluxation of left ankle joint, subsequent encounter"
"19856","S9306XA",9,2.53714625354603e-07,"Dislocation of unspecified ankle joint, initial encounter"
"19857","S93115A",9,5.62857153257416e-07,"Dislocation of interphalangeal joint of left lesser toe(s), initial encounter"
"19858","S93302A",9,2.9132641636946e-07,"Unspecified subluxation of left foot, initial encounter"
"19859","S93311A",9,5.1072853062279e-07,"Subluxation of tarsal joint of right foot, initial encounter"
"19860","S93419A",9,4.05481501379463e-07,"Sprain of calcaneofibular ligament of unspecified ankle, initial encounter"
"19861","S93439A",9,2.92646128334893e-07,"Sprain of tibiofibular ligament of unspecified ankle, initial encounter"
"19862","S93491S",9,8.93774928589882e-07,"Sprain of other ligament of right ankle, sequela"
"19863","S93492S",9,8.70679969194795e-07,"Sprain of other ligament of left ankle, sequela"
"19864","S93502A",9,6.73383030362477e-07,"Unspecified sprain of left great toe, initial encounter"
"19865","S93521A",9,5.54608953473456e-07,"Sprain of metatarsophalangeal joint of right great toe, initial encounter"
"19866","S96011A",9,2.61632897147204e-07,"Strain of muscle and tendon of long flexor muscle of toe at ankle and foot level, right foot, initial encounter"
"19867","S96111A",9,2.75819800775615e-07,"Strain of muscle and tendon of long extensor muscle of toe at ankle and foot level, right foot, initial encounter"
"19868","S98132D",9,5.44051257749987e-07,"Complete traumatic amputation of one left lesser toe, subsequent encounter"
"19869","S98912A",9,2.73840232827465e-07,"Complete traumatic amputation of left foot, level unspecified, initial encounter"
"19870","S99911S",9,2.4810584950151e-07,"Unspecified injury of right ankle, sequela"
"19871","S99921S",9,4.53650988117788e-07,"Unspecified injury of right foot, sequela"
"19872","T1511XA",9,1.33030265395617e-05,"Foreign body in conjunctival sac, right eye, initial encounter"
"19873","T17308D",9,3.90964669759694e-07,"Unspecified foreign body in larynx causing other injury, subsequent encounter"
"19874","T17310A",9,2.6262268112128e-07,"Gastric contents in larynx causing asphyxiation, initial encounter"
"19875","T17408A",9,2.73840232827465e-07,"Unspecified foreign body in trachea causing other injury, initial encounter"
"19876","T17500A",9,4.57940052005447e-07,"Unspecified foreign body in bronchus causing asphyxiation, initial encounter"
"19877","T17810A",9,1.42858820258183e-07,"Gastric contents in other parts of respiratory tract causing asphyxiation, initial encounter"
"19878","T17828A",9,1.28012060647056e-07,"Food in other parts of respiratory tract causing other injury, initial encounter"
"19879","T182XXD",9,3.84036181941168e-07,"Foreign body in stomach, subsequent encounter"
"19880","T191XXD",9,1.42462906668553e-06,"Foreign body in bladder, subsequent encounter"
"19881","T2010XA",9,7.53225604271208e-07,"Burn of first degree of head, face, and neck, unspecified site, initial encounter"
"19882","T2104XA",9,3.09472455894171e-07,"Burn of unspecified degree of lower back, initial encounter"
"19883","T2130XA",9,3.35536767211484e-07,"Burn of third degree of trunk, unspecified site, initial encounter"
"19884","T2133XA",9,3.35206839220126e-07,"Burn of third degree of upper back, initial encounter"
"19885","T22012A",9,3.75787982157208e-07,"Burn of unspecified degree of left forearm, initial encounter"
"19886","T22292A",9,2.22371466175556e-07,"Burn of second degree of multiple sites of left shoulder and upper limb, except wrist and hand, initial encounter"
"19887","T2230XA",9,3.10462239868246e-07,"Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site, initial encounter"
"19888","T22312A",9,2.83738072568217e-07,"Burn of third degree of left forearm, initial encounter"
"19889","T22332A",9,3.06833031963304e-07,"Burn of third degree of left upper arm, initial encounter"
"19890","T23262A",9,5.77703912868543e-07,"Burn of second degree of back of left hand, initial encounter"
"19891","T23271A",9,4.6552839580669e-07,"Burn of second degree of right wrist, initial encounter"
"19892","T23272A",9,4.1636912509429e-07,"Burn of second degree of left wrist, initial encounter"
"19893","T23322A",9,1.32960980517432e-07,"Burn of third degree of single left finger (nail) except thumb, initial encounter"
"19894","T24011A",9,4.29236316757267e-07,"Burn of unspecified degree of right thigh, initial encounter"
"19895","T24012A",9,3.49063814857178e-07,"Burn of unspecified degree of left thigh, initial encounter"
"19896","T24211D",9,5.59557873343832e-07,"Burn of second degree of right thigh, subsequent encounter"
"19897","T25222D",9,1.05642942832957e-06,"Burn of second degree of left foot, subsequent encounter"
"19898","T25232A",9,4.07790997318972e-07,"Burn of second degree of left toe(s) (nail), initial encounter"
"19899","T25322D",9,3.75128126174491e-07,"Burn of third degree of left foot, subsequent encounter"
"19900","T25331A",9,1.83110035203907e-07,"Burn of third degree of right toe(s) (nail), initial encounter"
"19901","T273XXA",9,2.54044553345961e-07,"Burn of respiratory tract, part unspecified, initial encounter"
"19902","T3121",9,2.96605264231194e-07,"Burns involving 20-29% of body surface with 10-19% third degree burns"
"19903","T33822A",9,2.9132641636946e-07,"Superficial frostbite of left foot, initial encounter"
"19904","T368X5D",9,3.35206839220126e-07,"Adverse effect of other systemic antibiotics, subsequent encounter"
"19905","T375X5A",9,2.73840232827465e-07,"Adverse effect of antiviral drugs, initial encounter"
"19906","T387X1A",9,2.84068000559575e-07,"Poisoning by androgens and anabolic congeners, accidental (unintentional), initial encounter"
"19907","T391X5A",9,3.61271150537439e-07,"Adverse effect of 4-Aminophenol derivatives, initial encounter"
"19908","T39312A",9,3.83046397967092e-07,"Poisoning by propionic acid derivatives, intentional self-harm, initial encounter"
"19909","T39395S",9,5.53949097490739e-07,"Adverse effect of other nonsteroidal anti-inflammatory drugs [NSAID], sequela"
"19910","T3995XA",9,1.30651484577923e-07,"Adverse effect of unspecified nonopioid analgesic, antipyretic and antirheumatic, initial encounter"
"19911","T401X2A",9,3.28938207384316e-07,"Poisoning by heroin, intentional self-harm, initial encounter"
"19912","T401X4A",9,4.80375155417818e-07,"Poisoning by heroin, undetermined, initial encounter"
"19913","T40605D",9,2.43156929631135e-07,"Adverse effect of unspecified narcotics, subsequent encounter"
"19914","T407X1A",9,5.53289241508022e-07,"Poisoning by cannabis (derivatives), accidental (unintentional), initial encounter"
