question_id,question,answer_id,answer,q_ev.vaccinated,q_pt.vaccinated,a_ev.vaccinated,a_pt.vaccinated,ev_prop.vaccinated,pt_prop.vaccinated,q_ev.unvaccinated,q_pt.unvaccinated,a_ev.unvaccinated,a_pt.unvaccinated,ev_prop.unvaccinated,pt_prop.unvaccinated,ev_proportion_difference,pt_proportion_difference,lower_CI_ev,upper_CI_ev,lower_CI_pt,upper_CI_pt,p_value_ev,p_value_pt
28088,Left home between the start of November and the start of December to go shopping,5,5 or more days per week,7033,7033,387,387,0.055026305,0.055026305,328,328,23,23,0.070121951,0.070121951,-0.015095647,-0.015095647,-0.019034933,-0.01115636,-0.019034933,-0.01115636,0.003153975,0.003153975
28088,Left home between the start of November and the start of December to go shopping,3,1 to 2 days per week,7033,7033,3504,3504,0.498222665,0.498222665,328,328,173,173,0.527439024,0.527439024,-0.02921636,-0.02921636,-0.034657237,-0.023775482,-0.034657237,-0.023775482,6.82E-04,6.82E-04
28089,Left home between mid-March and the end of June (i.e the first UK lockdown) to visit a healthcare setting,1,Never,6812,6812,4071,4071,0.597621844,0.597621844,336,336,220,220,0.654761905,0.654761905,-0.057140061,-0.057140061,-0.064749712,-0.04953041,-0.064749712,-0.04953041,0.001125606,0.001125606
28089,Left home between mid-March and the end of June (i.e the first UK lockdown) to visit a healthcare setting,2,Less than once a week,6812,6812,2601,2601,0.381826189,0.381826189,336,336,110,110,0.327380952,0.327380952,0.054445237,0.054445237,0.047006587,0.061883886,0.047006587,0.061883886,0.001697158,0.001697158
28089,Left home between mid-March and the end of June (i.e the first UK lockdown) to visit a healthcare setting,4,3 to 4 days per week,6812,6812,33,33,0.004844392,0.004844392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28090,Left home between the start of July and mid-September to visit a healthcare setting,2,Less than once a week,7515,7515,4009,4009,0.533466401,0.533466401,350,350,136,136,0.388571429,0.388571429,0.144894972,0.144894972,0.133893517,0.155896427,0.133893517,0.155896427,0.003095147,0.003095147
28090,Left home between the start of July and mid-September to visit a healthcare setting,1,Never,7515,7515,3308,3308,0.440186294,0.440186294,350,350,207,207,0.591428571,0.591428571,-0.151242277,-0.151242277,-0.162440322,-0.140044233,-0.162440322,-0.140044233,0.003806645,0.003806645
28090,Left home between the start of July and mid-September to visit a healthcare setting,3,1 to 2 days per week,7515,7515,142,142,0.018895542,0.018895542,350,350,6,6,0.017142857,0.017142857,0.001752685,0.001752685,4.45E-04,0.003060014,4.45E-04,0.003060014,0.001050054,0.001050054
28090,Left home between the start of July and mid-September to visit a healthcare setting,4,3 to 4 days per week,7515,7515,28,28,0.003725882,0.003725882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28091,Left home between mid-September and the end of October to visit a healthcare setting,2,Less than once a week,7356,7356,3473,3473,0.472131593,0.472131593,342,342,125,125,0.365497076,0.365497076,0.106634517,0.106634517,0.096883776,0.116385258,0.096883776,0.116385258,0.002597445,0.002597445
28091,Left home between mid-September and the end of October to visit a healthcare setting,4,3 to 4 days per week,7356,7356,24,24,0.003262643,0.003262643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28091,Left home between mid-September and the end of October to visit a healthcare setting,1,Never,7356,7356,3665,3665,0.498232735,0.498232735,342,342,210,210,0.614035088,0.614035088,-0.115802353,-0.115802353,-0.125911336,-0.105693369,-0.125911336,-0.105693369,0.002619071,0.002619071
28091,Left home between mid-September and the end of October to visit a healthcare setting,3,1 to 2 days per week,7356,7356,157,157,0.021343121,0.021343121,342,342,6,6,0.01754386,0.01754386,0.003799262,0.003799262,0.001855705,0.005742818,0.001855705,0.005742818,0.002043638,0.002043638
28091,Left home between mid-September and the end of October to visit a healthcare setting,-3,Prefer not to answer,7356,7356,8,8,0.001087548,0.001087548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28092,Left home between the start of November and the start of December to visit a healthcare setting,2,Less than once a week,7033,7033,2853,2853,0.405659036,0.405659036,328,328,109,109,0.332317073,0.332317073,0.073341963,0.073341963,0.064919663,0.081764263,0.064919663,0.081764263,0.002122897,0.002122897
28092,Left home between the start of November and the start of December to visit a healthcare setting,1,Never,7033,7033,3960,3960,0.563059861,0.563059861,328,328,208,208,0.634146341,0.634146341,-0.071086481,-0.071086481,-0.079388349,-0.062784613,-0.079388349,-0.062784613,0.00146279,0.00146279
28092,Left home between the start of November and the start of December to visit a healthcare setting,3,1 to 2 days per week,7033,7033,167,167,0.023745201,0.023745201,328,328,8,8,0.024390244,0.024390244,-6.45E-04,-6.45E-04,-0.001465298,1.75E-04,-0.001465298,1.75E-04,3.16E-04,3.16E-04
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,6812,6812,188,188,0.027598356,0.027598356,336,336,13,13,0.038690476,0.038690476,-0.01109212,-0.01109212,-0.01452577,-0.00765847,-0.01452577,-0.00765847,0.004649459,0.004649459
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",1,Never,6812,6812,5639,5639,0.827803876,0.827803876,336,336,268,268,0.797619048,0.797619048,0.030184828,0.030184828,0.024575515,0.035794141,0.024575515,0.035794141,4.32E-04,4.32E-04
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,6812,6812,943,943,0.138432179,0.138432179,336,336,53,53,0.157738095,0.157738095,-0.019305917,-0.019305917,-0.02381702,-0.014794813,-0.02381702,-0.014794813,0.001638086,0.001638086
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",4,3 to 4 days per week,7515,7515,188,188,0.025016633,0.025016633,350,350,9,9,0.025714286,0.025714286,-6.98E-04,-6.98E-04,-0.001522895,1.28E-04,-0.001522895,1.28E-04,3.14E-04,3.14E-04
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,7515,7515,1055,1055,0.140385895,0.140385895,350,350,62,62,0.177142857,0.177142857,-0.036756962,-0.036756962,-0.042637966,-0.030875958,-0.042637966,-0.030875958,0.002914192,0.002914192
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",-3,Prefer not to answer,7515,7515,5,5,6.65E-04,6.65E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",1,Never,7515,7515,2988,2988,0.39760479,0.39760479,350,350,135,135,0.385714286,0.385714286,0.011890505,0.011890505,0.008502715,0.015278294,0.008502715,0.015278294,3.38E-04,3.38E-04
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,7515,7515,3234,3234,0.430339321,0.430339321,350,350,140,140,0.4,0.4,0.030339321,0.030339321,0.024978559,0.035700084,0.024978559,0.035700084,7.97E-04,7.97E-04
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",1,Never,7356,7356,3994,3994,0.542958129,0.542958129,342,342,185,185,0.540935673,0.540935673,0.002022457,0.002022457,6.03E-04,0.003441757,6.03E-04,0.003441757,4.25E-05,4.25E-05
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",5,5 or more days per week,7356,7356,41,41,0.005573681,0.005573681,342,342,5,5,0.014619883,0.014619883,-0.009046202,-0.009046202,-0.012037323,-0.006055081,-0.012037323,-0.006055081,0.016471606,0.016471606
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",-3,Prefer not to answer,7356,7356,6,6,8.16E-04,8.16E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,7356,7356,834,834,0.113376835,0.113376835,342,342,41,41,0.119883041,0.119883041,-0.006506206,-0.006506206,-0.009046129,-0.003966282,-0.009046129,-0.003966282,6.52E-04,6.52E-04
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,7356,7356,2328,2328,0.316476346,0.316476346,342,342,108,108,0.315789474,0.315789474,6.87E-04,6.87E-04,-1.41E-04,0.001514553,-1.41E-04,0.001514553,2.47E-05,2.47E-05
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,7033,7033,1010,1010,0.143608702,0.143608702,328,328,50,50,0.152439024,0.152439024,-0.008830323,-0.008830323,-0.011852758,-0.005807888,-0.011852758,-0.005807888,7.15E-04,7.15E-04
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",1,Never,7033,7033,5652,5652,0.803639983,0.803639983,328,328,260,260,0.792682927,0.792682927,0.010957056,0.010957056,0.007593883,0.014320229,0.007593883,0.014320229,1.59E-04,1.59E-04
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,7033,7033,299,299,0.042513863,0.042513863,328,328,13,13,0.039634146,0.039634146,0.002879717,0.002879717,0.001148532,0.004610901,0.001148532,0.004610901,7.92E-04,7.92E-04
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),9,Walked,6812,6812,2117,2117,0.310775103,0.310775103,336,336,93,93,0.276785714,0.276785714,0.033989388,0.033989388,0.028048746,0.039930031,0.028048746,0.039930031,0.001299948,0.001299948
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),10,Taxi/Uber,6812,6812,22,22,0.003229595,0.003229595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),8,Bicycle,6812,6812,319,319,0.046829125,0.046829125,336,336,16,16,0.047619048,0.047619048,-7.90E-04,-7.90E-04,-0.00171099,1.31E-04,-0.00171099,1.31E-04,1.99E-04,1.99E-04
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),1,Personal vehicle on my own,6812,6812,2526,2526,0.370816207,0.370816207,336,336,142,142,0.422619048,0.422619048,-0.051802841,-0.051802841,-0.059068867,-0.044536815,-0.059068867,-0.044536815,0.001640865,0.001640865
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),-3,Prefer not to answer,6812,6812,5,5,7.34E-04,7.34E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),2,Personal vehicle with other members of my household,6812,6812,1480,1480,0.217263652,0.217263652,336,336,56,56,0.166666667,0.166666667,0.050596986,0.050596986,0.043411462,0.05778251,0.043411462,0.05778251,0.002781551,0.002781551
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),5,Bus,6812,6812,196,196,0.028772754,0.028772754,336,336,20,20,0.05952381,0.05952381,-0.030751056,-0.030751056,-0.036411083,-0.025091029,-0.036411083,-0.025091029,0.01176662,0.01176662
28098,Main mode of transport between the start of July and mid-September,8,Bicycle,7515,7515,306,306,0.040718563,0.040718563,350,350,17,17,0.048571429,0.048571429,-0.007852866,-0.007852866,-0.010611638,-0.005094093,-0.010611638,-0.005094093,0.002154456,0.002154456
28098,Main mode of transport between the start of July and mid-September,11,Other,7515,7515,19,19,0.002528277,0.002528277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28098,Main mode of transport between the start of July and mid-September,10,Taxi/Uber,7515,7515,33,33,0.004391218,0.004391218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28098,Main mode of transport between the start of July and mid-September,1,Personal vehicle on my own,7515,7515,2753,2753,0.366333999,0.366333999,350,350,145,145,0.414285714,0.414285714,-0.047951716,-0.047951716,-0.054629698,-0.041273733,-0.054629698,-0.041273733,0.001466894,0.001466894
28098,Main mode of transport between the start of July and mid-September,2,Personal vehicle with other members of my household,7515,7515,2018,2018,0.268529607,0.268529607,350,350,70,70,0.2,0.2,0.068529607,0.068529607,0.060633058,0.076426157,0.060633058,0.076426157,0.002906583,0.002906583
28098,Main mode of transport between the start of July and mid-September,5,Bus,7515,7515,287,287,0.038190286,0.038190286,350,350,20,20,0.057142857,0.057142857,-0.018952571,-0.018952571,-0.023214368,-0.014690774,-0.023214368,-0.014690774,0.0054477,0.0054477
28098,Main mode of transport between the start of July and mid-September,9,Walked,7515,7515,1789,1789,0.238057219,0.238057219,350,350,81,81,0.231428571,0.231428571,0.006628647,0.006628647,0.004092456,0.009164839,0.004092456,0.009164839,3.14E-04,3.14E-04
28098,Main mode of transport between the start of July and mid-September,3,Personal vehicle with someone who does not live in my household,7515,7515,135,135,0.017964072,0.017964072,350,350,8,8,0.022857143,0.022857143,-0.004893071,-0.004893071,-0.007073989,-0.002712153,-0.007073989,-0.002712153,0.003029892,0.003029892
28099,Main mode of transport between mid-September and the end of October,5,Bus,7356,7356,272,272,0.036976618,0.036976618,342,342,22,22,0.064327485,0.064327485,-0.027350868,-0.027350868,-0.032503602,-0.022198133,-0.032503602,-0.022198133,0.00807487,0.00807487
28099,Main mode of transport between mid-September and the end of October,1,Personal vehicle on my own,7356,7356,2716,2716,0.369222403,0.369222403,342,342,139,139,0.406432749,0.406432749,-0.037210345,-0.037210345,-0.043189939,-0.031230751,-0.043189939,-0.031230751,0.001143283,0.001143283
28099,Main mode of transport between mid-September and the end of October,2,Personal vehicle with other members of my household,7356,7356,1867,1867,0.253806417,0.253806417,342,342,69,69,0.201754386,0.201754386,0.052052031,0.052052031,0.045034485,0.059069576,0.045034485,0.059069576,0.002356822,0.002356822
28099,Main mode of transport between mid-September and the end of October,8,Bicycle,7356,7356,291,291,0.039559543,0.039559543,342,342,19,19,0.055555556,0.055555556,-0.015996012,-0.015996012,-0.019959508,-0.012032516,-0.019959508,-0.012032516,0.00451221,0.00451221
28099,Main mode of transport between mid-September and the end of October,9,Walked,7356,7356,1858,1858,0.252582926,0.252582926,342,342,72,72,0.210526316,0.210526316,0.04205661,0.04205661,0.03571556,0.04839766,0.03571556,0.04839766,0.001910762,0.001910762
28099,Main mode of transport between mid-September and the end of October,3,Personal vehicle with someone who does not live in my household,7356,7356,141,141,0.019168026,0.019168026,342,342,11,11,0.032163743,0.032163743,-0.012995717,-0.012995717,-0.016573662,-0.009417771,-0.016573662,-0.009417771,0.007433418,0.007433418
28100,Main mode of transport between the start of November and the start of December,2,Personal vehicle with other members of my household,7033,7033,1647,1647,0.234181715,0.234181715,328,328,61,61,0.18597561,0.18597561,0.048206105,0.048206105,0.041285929,0.055126281,0.041285929,0.055126281,0.002419268,0.002419268
28100,Main mode of transport between the start of November and the start of December,1,Personal vehicle on my own,7033,7033,2636,2636,0.374804493,0.374804493,328,328,149,149,0.454268293,0.454268293,-0.0794638,-0.0794638,-0.088201553,-0.070726046,-0.088201553,-0.070726046,0.002445711,0.002445711
28100,Main mode of transport between the start of November and the start of December,9,Walked,7033,7033,1962,1962,0.278970567,0.278970567,328,328,70,70,0.213414634,0.213414634,0.065555933,0.065555933,0.057559849,0.073552017,0.057559849,0.073552017,0.002764623,0.002764623
28100,Main mode of transport between the start of November and the start of December,5,Bus,7033,7033,250,250,0.035546708,0.035546708,328,328,23,23,0.070121951,0.070121951,-0.034575243,-0.034575243,-0.04047775,-0.028672736,-0.04047775,-0.028672736,0.010670415,0.010670415
28100,Main mode of transport between the start of November and the start of December,8,Bicycle,7033,7033,268,268,0.038106071,0.038106071,328,328,13,13,0.039634146,0.039634146,-0.001528075,-0.001528075,-0.002790004,-2.66E-04,-0.002790004,-2.66E-04,4.67E-04,4.67E-04
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),5,All of the time,6812,6812,1510,1510,0.221667645,0.221667645,336,336,71,71,0.211309524,0.211309524,0.010358122,0.010358122,0.007038792,0.013677451,0.007038792,0.013677451,5.54E-04,5.54E-04
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),4,Most of the time,6812,6812,1486,1486,0.218144451,0.218144451,336,336,65,65,0.193452381,0.193452381,0.02469207,0.02469207,0.019604382,0.029779758,0.019604382,0.029779758,0.001345588,0.001345588
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),3,Half of the time,6812,6812,247,247,0.036259542,0.036259542,336,336,15,15,0.044642857,0.044642857,-0.008383315,-0.008383315,-0.011372485,-0.005394145,-0.011372485,-0.005394145,0.002702082,0.002702082
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),-3,Prefer not to answer,6812,6812,7,7,0.001027598,0.001027598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),2,Some of the time,6812,6812,2570,2570,0.377275396,0.377275396,336,336,117,117,0.348214286,0.348214286,0.029061111,0.029061111,0.023554012,0.034568209,0.023554012,0.034568209,9.14E-04,9.14E-04
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),1,Never,6812,6812,992,992,0.145625367,0.145625367,336,336,68,68,0.202380952,0.202380952,-0.056755585,-0.056755585,-0.064341138,-0.049170032,-0.064341138,-0.049170032,0.004512059,0.004512059
28102,How often face mask used when outside home between the start of July and mid-September,5,All of the time,7515,7515,1795,1795,0.238855622,0.238855622,350,350,90,90,0.257142857,0.257142857,-0.018287235,-0.018287235,-0.022474978,-0.014099493,-0.022474978,-0.014099493,8.60E-04,8.60E-04
28102,How often face mask used when outside home between the start of July and mid-September,4,Most of the time,7515,7515,2060,2060,0.27411843,0.27411843,350,350,74,74,0.211428571,0.211428571,0.062689858,0.062689858,0.055113613,0.070266104,0.055113613,0.070266104,0.002602315,0.002602315
28102,How often face mask used when outside home between the start of July and mid-September,2,Some of the time,7515,7515,2784,2784,0.370459082,0.370459082,350,350,130,130,0.371428571,0.371428571,-9.69E-04,-9.69E-04,-0.00194218,3.20E-06,-0.00194218,3.20E-06,2.95E-05,2.95E-05
28102,How often face mask used when outside home between the start of July and mid-September,3,Half of the time,7515,7515,443,443,0.058948769,0.058948769,350,350,20,20,0.057142857,0.057142857,0.001805912,0.001805912,4.79E-04,0.003132908,4.79E-04,0.003132908,3.46E-04,3.46E-04
28102,How often face mask used when outside home between the start of July and mid-September,1,Never,7515,7515,430,430,0.057218896,0.057218896,350,350,36,36,0.102857143,0.102857143,-0.045638247,-0.045638247,-0.052161057,-0.039115437,-0.052161057,-0.039115437,0.008577924,0.008577924
28103,How often face mask used when outside home between mid-September and the end of October,2,Some of the time,7356,7356,2398,2398,0.325992387,0.325992387,342,342,110,110,0.321637427,0.321637427,0.00435496,0.00435496,0.002274696,0.006435224,0.002274696,0.006435224,1.52E-04,1.52E-04
28103,How often face mask used when outside home between mid-September and the end of October,1,Never,7356,7356,309,309,0.042006525,0.042006525,342,342,29,29,0.084795322,0.084795322,-0.042788796,-0.042788796,-0.049182361,-0.036395232,-0.049182361,-0.036395232,0.010889786,0.010889786
28103,How often face mask used when outside home between mid-September and the end of October,3,Half of the time,7356,7356,473,473,0.064301251,0.064301251,342,342,26,26,0.076023392,0.076023392,-0.011722141,-0.011722141,-0.01512244,-0.008321842,-0.01512244,-0.008321842,0.002059653,0.002059653
28103,How often face mask used when outside home between mid-September and the end of October,4,Most of the time,7356,7356,2139,2139,0.290783034,0.290783034,342,342,81,81,0.236842105,0.236842105,0.053940929,0.053940929,0.046804311,0.061077547,0.046804311,0.061077547,0.002130258,0.002130258
28103,How often face mask used when outside home between mid-September and the end of October,5,All of the time,7356,7356,2035,2035,0.276644916,0.276644916,342,342,96,96,0.280701754,0.280701754,-0.004056839,-0.004056839,-0.006064938,-0.002048739,-0.006064938,-0.002048739,1.67E-04,1.67E-04
28104,How often face mask used when outside home between the start of November and the start of December,3,Half of the time,7033,7033,403,403,0.057301294,0.057301294,328,328,18,18,0.054878049,0.054878049,0.002423245,0.002423245,8.35E-04,0.004011669,8.35E-04,0.004011669,4.94E-04,4.94E-04
28104,How often face mask used when outside home between the start of November and the start of December,1,Never,7033,7033,221,221,0.03142329,0.03142329,328,328,19,19,0.057926829,0.057926829,-0.026503539,-0.026503539,-0.031692899,-0.021314179,-0.031692899,-0.021314179,0.009344081,0.009344081
28104,How often face mask used when outside home between the start of November and the start of December,4,Most of the time,7033,7033,2135,2135,0.30356889,0.30356889,328,328,88,88,0.268292683,0.268292683,0.035276207,0.035276207,0.029316332,0.041236081,0.029316332,0.041236081,0.001361083,0.001361083
28104,How often face mask used when outside home between the start of November and the start of December,2,Some of the time,7033,7033,1996,1996,0.28380492,0.28380492,328,328,91,91,0.277439024,0.277439024,0.006365895,0.006365895,0.00379646,0.00893533,0.00379646,0.00893533,2.62E-04,2.62E-04
28104,How often face mask used when outside home between the start of November and the start of December,5,All of the time,7033,7033,2278,2278,0.323901607,0.323901607,328,328,112,112,0.341463415,0.341463415,-0.017561808,-0.017561808,-0.021805383,-0.013318233,-0.021805383,-0.013318233,6.30E-04,6.30E-04
28105,How often eye protection used when outside home between mid-March and the end of June (i.e the first UK lockdown),2,Some of the time,6812,6812,309,309,0.045361127,0.045361127,336,336,17,17,0.050595238,0.050595238,-0.005234111,-0.005234111,-0.007599773,-0.002868449,-0.007599773,-0.002868449,0.00135703,0.00135703
28105,How often eye protection used when outside home between mid-March and the end of June (i.e the first UK lockdown),1,Never,6812,6812,6354,6354,0.932765708,0.932765708,336,336,310,310,0.922619048,0.922619048,0.01014666,0.01014666,0.006861036,0.013432283,0.006861036,0.013432283,1.29E-04,1.29E-04
28106,How often eye protection used when outside home between the start of July and mid-September,2,Some of the time,7515,7515,400,400,0.05322688,0.05322688,350,350,20,20,0.057142857,0.057142857,-0.003915978,-0.003915978,-0.005867987,-0.001963969,-0.005867987,-0.001963969,8.27E-04,8.27E-04
28106,How often eye protection used when outside home between the start of July and mid-September,1,Never,7515,7515,6928,6928,0.921889554,0.921889554,350,350,321,321,0.917142857,0.917142857,0.004746697,0.004746697,0.002598489,0.006894905,0.002598489,0.006894905,5.81E-05,5.81E-05
28107,How often eye protection used when outside home between mid-September and the end of October,1,Never,7356,7356,6778,6778,0.921424687,0.921424687,342,342,308,308,0.900584795,0.900584795,0.020839892,0.020839892,0.016327065,0.025352719,0.016327065,0.025352719,2.58E-04,2.58E-04
28107,How often eye protection used when outside home between mid-September and the end of October,5,All of the time,7356,7356,96,96,0.013050571,0.013050571,342,342,5,5,0.014619883,0.014619883,-0.001569312,-0.001569312,-0.002819824,-3.19E-04,-0.002819824,-3.19E-04,0.001362841,0.001362841
28107,How often eye protection used when outside home between mid-September and the end of October,2,Some of the time,7356,7356,372,372,0.050570962,0.050570962,342,342,23,23,0.067251462,0.067251462,-0.0166805,-0.0166805,-0.020726501,-0.012634498,-0.020726501,-0.012634498,0.003696825,0.003696825
28108,How often eye protection used when outside home between the start of November and the start of December,5,All of the time,7033,7033,85,85,0.012085881,0.012085881,328,328,7,7,0.021341463,0.021341463,-0.009255583,-0.009255583,-0.012349277,-0.006161888,-0.012349277,-0.006161888,0.008532429,0.008532429
28108,How often eye protection used when outside home between the start of November and the start of December,2,Some of the time,7033,7033,316,316,0.044931039,0.044931039,328,328,20,20,0.06097561,0.06097561,-0.01604457,-0.01604457,-0.020103826,-0.011985314,-0.020103826,-0.011985314,0.004086185,0.004086185
28108,How often eye protection used when outside home between the start of November and the start of December,1,Never,7033,7033,6519,6519,0.926915968,0.926915968,328,328,296,296,0.902439024,0.902439024,0.024476943,0.024476943,0.019484742,0.029469144,0.019484742,0.029469144,3.08E-04,3.08E-04
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),5,All of the time,6812,6812,104,104,0.015267176,0.015267176,336,336,7,7,0.020833333,0.020833333,-0.005566158,-0.005566158,-0.008005297,-0.003127019,-0.008005297,-0.003127019,0.004227451,0.004227451
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),3,Half of the time,6812,6812,91,91,0.013358779,0.013358779,336,336,6,6,0.017857143,0.017857143,-0.004498364,-0.004498364,-0.006692276,-0.002304453,-0.006692276,-0.002304453,0.00391119,0.00391119
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),1,Never,6812,6812,4477,4477,0.657222548,0.657222548,336,336,231,231,0.6875,0.6875,-0.030277452,-0.030277452,-0.035895096,-0.024659807,-0.035895096,-0.024659807,5.44E-04,5.44E-04
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),2,Some of the time,6812,6812,1910,1910,0.280387551,0.280387551,336,336,80,80,0.238095238,0.238095238,0.042292313,0.042292313,0.035694226,0.0488904,0.035694226,0.0488904,0.001795876,0.001795876
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),4,Most of the time,6812,6812,230,230,0.033763946,0.033763946,336,336,12,12,0.035714286,0.035714286,-0.00195034,-0.00195034,-0.003396785,-5.04E-04,-0.003396785,-5.04E-04,6.81E-04,6.81E-04
28110,How often disposable gloves worn when outside home between the start of July and mid-September,2,Some of the time,7515,7515,1727,1727,0.229807053,0.229807053,350,350,82,82,0.234285714,0.234285714,-0.004478662,-0.004478662,-0.006565617,-0.002391706,-0.006565617,-0.002391706,2.20E-04,2.20E-04
28110,How often disposable gloves worn when outside home between the start of July and mid-September,-3,Prefer not to answer,7515,7515,5,5,6.65E-04,6.65E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28110,How often disposable gloves worn when outside home between the start of July and mid-September,1,Never,7515,7515,5366,5366,0.714038589,0.714038589,350,350,249,249,0.711428571,0.711428571,0.002610018,0.002610018,0.001015358,0.004204678,0.001015358,0.004204678,4.12E-05,4.12E-05
28110,How often disposable gloves worn when outside home between the start of July and mid-September,4,Most of the time,7515,7515,211,211,0.028077179,0.028077179,350,350,12,12,0.034285714,0.034285714,-0.006208535,-0.006208535,-0.00866356,-0.00375351,-0.00866356,-0.00375351,0.002466558,0.002466558
28111,How often disposable gloves worn when outside home between mid-September and the end of October,2,Some of the time,7356,7356,1447,1447,0.196710169,0.196710169,342,342,68,68,0.198830409,0.198830409,-0.002120241,-0.002120241,-0.003573375,-6.67E-04,-0.003573375,-6.67E-04,1.23E-04,1.23E-04
28111,How often disposable gloves worn when outside home between mid-September and the end of October,4,Most of the time,7356,7356,227,227,0.030859163,0.030859163,342,342,9,9,0.026315789,0.026315789,0.004543373,0.004543373,0.002418786,0.00666796,0.002418786,0.00666796,0.001688313,0.001688313
28111,How often disposable gloves worn when outside home between mid-September and the end of October,3,Half of the time,7356,7356,90,90,0.01223491,0.01223491,342,342,6,6,0.01754386,0.01754386,-0.005308949,-0.005308949,-0.007604688,-0.00301321,-0.007604688,-0.00301321,0.004833503,0.004833503
28111,How often disposable gloves worn when outside home between mid-September and the end of October,1,Never,7356,7356,5490,5490,0.746329527,0.746329527,342,342,255,255,0.745614035,0.745614035,7.15E-04,7.15E-04,-1.29E-04,0.001560228,-1.29E-04,0.001560228,1.09E-05,1.09E-05
28112,How often disposable gloves worn when outside home between the start of November and the start of December,3,Half of the time,7033,7033,85,85,0.012085881,0.012085881,328,328,7,7,0.021341463,0.021341463,-0.009255583,-0.009255583,-0.012349277,-0.006161888,-0.012349277,-0.006161888,0.008532429,0.008532429
28112,How often disposable gloves worn when outside home between the start of November and the start of December,1,Never,7033,7033,5386,5386,0.765818285,0.765818285,328,328,247,247,0.75304878,0.75304878,0.012769505,0.012769505,0.009142142,0.016396867,0.009142142,0.016396867,1.94E-04,1.94E-04
