question_id,question,answer_id,answer,q_ev.covid,q_pt.covid,a_ev.covid,a_pt.covid,ev_prop.covid,pt_prop.covid,q_ev.non_covid,q_pt.non_covid,a_ev.non_covid,a_pt.non_covid,ev_prop.non_covid,pt_prop.non_covid,ev_prop_difference,pt_prop_difference,lower_CI_ev,upper_CI_ev,lower_CI_pt,upper_CI_pt,p_value_ev,p_value_pt
28088,Left home between the start of November and the start of December to go shopping,4,3 to 4 days per week,252,252,36,36,0.142857143,0.142857143,7798,7798,938,938,0.120287253,0.120287253,0.02256989,0.02256989,0.017981369,0.027158411,0.017981369,0.027158411,0.002077971,0.002077971
28088,Left home between the start of November and the start of December to go shopping,5,5 or more days per week,252,252,10,10,0.03968254,0.03968254,7798,7798,448,448,0.057450628,0.057450628,-0.017768089,-0.017768089,-0.021849332,-0.013686845,-0.021849332,-0.013686845,0.003475617,0.003475617
28089,Left home between mid-March and the end of June (i.e the first UK lockdown) to visit a healthcare setting,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,7595,7595,6,6,7.90E-04,7.90E-04,NA,NA,NA,NA,NA,NA,NA,NA
28089,Left home between mid-March and the end of June (i.e the first UK lockdown) to visit a healthcare setting,1,Never,236,236,135,135,0.572033898,0.572033898,7595,7595,4522,4522,0.595391705,0.595391705,-0.023357807,-0.023357807,-0.028088647,-0.018626967,-0.028088647,-0.018626967,4.44E-04,4.44E-04
28089,Left home between mid-March and the end of June (i.e the first UK lockdown) to visit a healthcare setting,2,Less than once a week,236,236,89,89,0.377118644,0.377118644,7595,7595,2913,2913,0.383541804,0.383541804,-0.00642316,-0.00642316,-0.008925403,-0.003920916,-0.008925403,-0.003920916,1.89E-04,1.89E-04
28090,Left home between the start of July and mid-September to visit a healthcare setting,1,Never,268,268,133,133,0.496268657,0.496268657,8344,8344,3686,3686,0.441754554,0.441754554,0.054514103,0.054514103,0.047733114,0.061295092,0.047733114,0.061295092,0.001324379,0.001324379
28090,Left home between the start of July and mid-September to visit a healthcare setting,2,Less than once a week,268,268,123,123,0.458955224,0.458955224,8344,8344,4429,4429,0.530800575,0.530800575,-0.071845351,-0.071845351,-0.079558303,-0.0641324,-0.079558303,-0.0641324,0.001464291,0.001464291
28091,Left home between mid-September and the end of October to visit a healthcare setting,1,Never,256,256,129,129,0.50390625,0.50390625,8166,8166,4083,4083,0.5,0.5,0.00390625,0.00390625,0.00202223,0.00579027,0.00202223,0.00579027,8.51E-05,8.51E-05
28091,Left home between mid-September and the end of October to visit a healthcare setting,5,5 or more days per week,256,256,7,7,0.02734375,0.02734375,8166,8166,25,25,0.003061474,0.003061474,0.024282276,0.024282276,0.019633247,0.028931305,0.019633247,0.028931305,0.046910287,0.046910287
28091,Left home between mid-September and the end of October to visit a healthcare setting,2,Less than once a week,256,256,113,113,0.44140625,0.44140625,8166,8166,3833,3833,0.469385256,0.469385256,-0.027979006,-0.027979006,-0.032959924,-0.022998087,-0.032959924,-0.022998087,6.51E-04,6.51E-04
28092,Left home between the start of November and the start of December to visit a healthcare setting,5,5 or more days per week,252,252,6,6,0.023809524,0.023809524,7798,7798,22,22,0.002821236,0.002821236,0.020988288,0.020988288,0.01655988,0.025416695,0.01655988,0.025416695,0.046363929,0.046363929
28092,Left home between the start of November and the start of December to visit a healthcare setting,1,Never,252,252,132,132,0.523809524,0.523809524,7798,7798,4393,4393,0.563349577,0.563349577,-0.039540053,-0.039540053,-0.045560426,-0.03351968,-0.045560426,-0.03351968,7.84E-04,7.84E-04
28092,Left home between the start of November and the start of December to visit a healthcare setting,2,Less than once a week,252,252,105,105,0.416666667,0.416666667,7798,7798,3153,3153,0.404334445,0.404334445,0.012332222,0.012332222,0.008922718,0.015741726,0.008922718,0.015741726,3.40E-04,3.40E-04
28092,Left home between the start of November and the start of December to visit a healthcare setting,3,1 to 2 days per week,252,252,8,8,0.031746032,0.031746032,7798,7798,193,193,0.024749936,0.024749936,0.006996096,0.006996096,0.004421148,0.009571044,0.004421148,0.009571044,0.003119186,0.003119186
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,7595,7595,5,5,6.58E-04,6.58E-04,NA,NA,NA,NA,NA,NA,NA,NA
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",1,Never,236,236,186,186,0.788135593,0.788135593,7595,7595,6256,6256,0.823699803,0.823699803,-0.035564209,-0.035564209,-0.04136514,-0.029763278,-0.04136514,-0.029763278,4.89E-04,4.89E-04
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,236,236,39,39,0.165254237,0.165254237,7595,7595,1066,1066,0.140355497,0.140355497,0.02489874,0.02489874,0.020018199,0.029779282,0.020018199,0.029779282,0.001993087,0.001993087
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,236,236,11,11,0.046610169,0.046610169,7595,7595,222,222,0.029229756,0.029229756,0.017380413,0.017380413,0.013287079,0.021473748,0.013287079,0.021473748,0.006568373,0.006568373
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",4,3 to 4 days per week,NA,NA,NA,NA,NA,NA,7595,7595,34,34,0.004476629,0.004476629,NA,NA,NA,NA,NA,NA,NA,NA
28093,"Left home between mid-March and the end of June (i.e the first UK lockdown) to eat or drink inside a cafe, restaurant or pub/bar",5,5 or more days per week,NA,NA,NA,NA,NA,NA,7595,7595,12,12,0.001579987,0.001579987,NA,NA,NA,NA,NA,NA,NA,NA
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",1,Never,268,268,95,95,0.354477612,0.354477612,8344,8344,3341,3341,0.400407478,0.400407478,-0.045929866,-0.045929866,-0.052182296,-0.039677437,-0.052182296,-0.039677437,0.001240244,0.001240244
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,268,268,106,106,0.395522388,0.395522388,8344,8344,3557,3557,0.426294343,0.426294343,-0.030771955,-0.030771955,-0.035930196,-0.025613714,-0.035930196,-0.025613714,7.80E-04,7.80E-04
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,268,268,52,52,0.194029851,0.194029851,8344,8344,1176,1176,0.140939597,0.140939597,0.053090253,0.053090253,0.04639337,0.059787137,0.04639337,0.059787137,0.004003711,0.004003711
28094,"Left home between the start of July and mid-September to eat or drink inside a cafe, restaurant or pub/bar",4,3 to 4 days per week,268,268,12,12,0.044776119,0.044776119,8344,8344,209,209,0.025047939,0.025047939,0.019728181,0.019728181,0.01557455,0.023881811,0.01557455,0.023881811,0.00821129,0.00821129
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",1,Never,256,256,123,123,0.48046875,0.48046875,8166,8166,4444,4444,0.54420769,0.54420769,-0.06373894,-0.06373894,-0.071117241,-0.056360639,-0.071117241,-0.056360639,0.00128054,0.00128054
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,256,256,82,82,0.3203125,0.3203125,8166,8166,2579,2579,0.3158217,0.3158217,0.0044908,0.0044908,0.002471318,0.006510282,0.002471318,0.006510282,1.55E-04,1.55E-04
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,256,256,40,40,0.15625,0.15625,8166,8166,918,918,0.11241734,0.11241734,0.04383266,0.04383266,0.037649345,0.050015974,0.037649345,0.050015974,0.004189785,0.004189785
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",4,3 to 4 days per week,256,256,10,10,0.0390625,0.0390625,8166,8166,163,163,0.019960813,0.019960813,0.019101687,0.019101687,0.014967374,0.023236,0.014967374,0.023236,0.010006182,0.010006182
28095,"Left home between mid-September and the end of October to eat or drink inside a cafe, restaurant or pub/bar",5,5 or more days per week,NA,NA,NA,NA,NA,NA,8166,8166,56,56,0.006857703,0.006857703,NA,NA,NA,NA,NA,NA,NA,NA
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",1,Never,252,252,202,202,0.801587302,0.801587302,7798,7798,6270,6270,0.804052321,0.804052321,-0.00246502,-0.00246502,-0.003996951,-9.33E-04,-0.003996951,-9.33E-04,3.42E-05,3.42E-05
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",2,Less than once a week,252,252,40,40,0.158730159,0.158730159,7798,7798,1108,1108,0.142087715,0.142087715,0.016642444,0.016642444,0.01269033,0.020594558,0.01269033,0.020594558,0.00130042,0.00130042
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",3,1 to 2 days per week,252,252,8,8,0.031746032,0.031746032,7798,7798,337,337,0.043216209,0.043216209,-0.011470178,-0.011470178,-0.014759793,-0.008180562,-0.014759793,-0.008180562,0.002979736,0.002979736
28096,"Left home between the start of November and the start of December to eat or drink inside a cafe, restaurant or pub/bar",5,5 or more days per week,NA,NA,NA,NA,NA,NA,7798,7798,12,12,0.001538856,0.001538856,NA,NA,NA,NA,NA,NA,NA,NA
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,7595,7595,5,5,6.58E-04,6.58E-04,NA,NA,NA,NA,NA,NA,NA,NA
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),1,Personal vehicle on my own,236,236,106,106,0.449152542,0.449152542,7595,7595,2834,2834,0.373140224,0.373140224,0.076012319,0.076012319,0.067711335,0.084313302,0.067711335,0.084313302,0.002286574,0.002286574
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),10,Taxi/Uber,NA,NA,NA,NA,NA,NA,7595,7595,25,25,0.003291639,0.003291639,NA,NA,NA,NA,NA,NA,NA,NA
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),2,Personal vehicle with other members of my household,236,236,45,45,0.190677966,0.190677966,7595,7595,1631,1631,0.214746544,0.214746544,-0.024068578,-0.024068578,-0.028869109,-0.019268046,-0.028869109,-0.019268046,0.001270588,0.001270588
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),5,Bus,236,236,11,11,0.046610169,0.046610169,7595,7595,234,234,0.030809743,0.030809743,0.015800426,0.015800426,0.011894442,0.01970641,0.011894442,0.01970641,0.005685891,0.005685891
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),8,Bicycle,236,236,11,11,0.046610169,0.046610169,7595,7595,356,356,0.046872943,0.046872943,-2.63E-04,-2.63E-04,-7.70E-04,2.45E-04,-7.70E-04,2.45E-04,6.34E-05,6.34E-05
28097,Main mode of transport between mid-March and the end of June (i.e the first UK lockdown),9,Walked,236,236,56,56,0.237288136,0.237288136,7595,7595,2342,2342,0.308360764,0.308360764,-0.071072628,-0.071072628,-0.079120787,-0.063024469,-0.079120787,-0.063024469,0.002620717,0.002620717
28098,Main mode of transport between the start of July and mid-September,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,8344,8344,6,6,7.19E-04,7.19E-04,NA,NA,NA,NA,NA,NA,NA,NA
28098,Main mode of transport between the start of July and mid-September,1,Personal vehicle on my own,268,268,117,117,0.436567164,0.436567164,8344,8344,3088,3088,0.37008629,0.37008629,0.066480875,0.066480875,0.05904005,0.073921699,0.05904005,0.073921699,0.00192403,0.00192403
28098,Main mode of transport between the start of July and mid-September,10,Taxi/Uber,NA,NA,NA,NA,NA,NA,8344,8344,37,37,0.004434324,0.004434324,NA,NA,NA,NA,NA,NA,NA,NA
28098,Main mode of transport between the start of July and mid-September,2,Personal vehicle with other members of my household,268,268,65,65,0.242537313,0.242537313,8344,8344,2201,2201,0.263782359,0.263782359,-0.021245045,-0.021245045,-0.025552065,-0.016938025,-0.025552065,-0.016938025,8.70E-04,8.70E-04
28098,Main mode of transport between the start of July and mid-September,3,Personal vehicle with someone who does not live in my household,268,268,5,5,0.018656716,0.018656716,8344,8344,146,146,0.017497603,0.017497603,0.001159113,0.001159113,1.43E-04,0.002175414,1.43E-04,0.002175414,7.12E-04,7.12E-04
28098,Main mode of transport between the start of July and mid-September,5,Bus,268,268,13,13,0.048507463,0.048507463,8344,8344,332,332,0.03978907,0.03978907,0.008718393,0.008718393,0.0059417,0.011495085,0.0059417,0.011495085,0.00234347,0.00234347
28098,Main mode of transport between the start of July and mid-September,8,Bicycle,268,268,11,11,0.041044776,0.041044776,8344,8344,344,344,0.041227229,0.041227229,-1.82E-04,-1.82E-04,-5.86E-04,2.21E-04,-5.86E-04,2.21E-04,4.77E-05,4.77E-05
28098,Main mode of transport between the start of July and mid-September,9,Walked,268,268,50,50,0.186567164,0.186567164,8344,8344,1972,1972,0.236337488,0.236337488,-0.049770324,-0.049770324,-0.056265794,-0.043274853,-0.056265794,-0.043274853,0.002282692,0.002282692
28099,Main mode of transport between mid-September and the end of October,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,8166,8166,5,5,6.12E-04,6.12E-04,NA,NA,NA,NA,NA,NA,NA,NA
28099,Main mode of transport between mid-September and the end of October,1,Personal vehicle on my own,256,256,113,113,0.44140625,0.44140625,8166,8166,3047,3047,0.373132501,0.373132501,0.068273749,0.068273749,0.060656003,0.075891496,0.060656003,0.075891496,0.001981812,0.001981812
28099,Main mode of transport between mid-September and the end of October,11,Other,NA,NA,NA,NA,NA,NA,8166,8166,21,21,0.002571639,0.002571639,NA,NA,NA,NA,NA,NA,NA,NA
28099,Main mode of transport between mid-September and the end of October,2,Personal vehicle with other members of my household,256,256,56,56,0.21875,0.21875,8166,8166,2048,2048,0.250795983,0.250795983,-0.032045983,-0.032045983,-0.037365469,-0.026726498,-0.037365469,-0.026726498,0.00139743,0.00139743
28099,Main mode of transport between mid-September and the end of October,7,Tube (underground train),256,256,5,5,0.01953125,0.01953125,8166,8166,72,72,0.008817046,0.008817046,0.010714204,0.010714204,0.007604663,0.013823745,0.007604663,0.013823745,0.01251875,0.01251875
28099,Main mode of transport between mid-September and the end of October,4,Motorbike,NA,NA,NA,NA,NA,NA,8166,8166,18,18,0.002204262,0.002204262,NA,NA,NA,NA,NA,NA,NA,NA
28099,Main mode of transport between mid-September and the end of October,5,Bus,256,256,17,17,0.06640625,0.06640625,8166,8166,313,313,0.03832966,0.03832966,0.02807659,0.02807659,0.023087244,0.033065937,0.023087244,0.033065937,0.007749554,0.007749554
28099,Main mode of transport between mid-September and the end of October,8,Bicycle,256,256,9,9,0.03515625,0.03515625,8166,8166,330,330,0.040411462,0.040411462,-0.005255212,-0.005255212,-0.00743898,-0.003071444,-0.00743898,-0.003071444,0.001422293,0.001422293
28099,Main mode of transport between mid-September and the end of October,9,Walked,256,256,48,48,0.1875,0.1875,8166,8166,2026,2026,0.248101886,0.248101886,-0.060601886,-0.060601886,-0.067808369,-0.053395403,-0.067808369,-0.053395403,0.002679155,0.002679155
28100,Main mode of transport between the start of November and the start of December,4,Motorbike,NA,NA,NA,NA,NA,NA,7798,7798,14,14,0.001795332,0.001795332,NA,NA,NA,NA,NA,NA,NA,NA
28100,Main mode of transport between the start of November and the start of December,1,Personal vehicle on my own,252,252,101,101,0.400793651,0.400793651,7798,7798,2971,2971,0.380995127,0.380995127,0.019798524,0.019798524,0.015494851,0.024102196,0.015494851,0.024102196,5.78E-04,5.78E-04
28100,Main mode of transport between the start of November and the start of December,11,Other,NA,NA,NA,NA,NA,NA,7798,7798,11,11,0.001410618,0.001410618,NA,NA,NA,NA,NA,NA,NA,NA
28100,Main mode of transport between the start of November and the start of December,2,Personal vehicle with other members of my household,252,252,57,57,0.226190476,0.226190476,7798,7798,1792,1792,0.229802513,0.229802513,-0.003612037,-0.003612037,-0.005465379,-0.001758696,-0.005465379,-0.001758696,1.75E-04,1.75E-04
28100,Main mode of transport between the start of November and the start of December,8,Bicycle,252,252,10,10,0.03968254,0.03968254,7798,7798,295,295,0.037830213,0.037830213,0.001852327,0.001852327,5.24E-04,0.003180704,5.24E-04,0.003180704,5.45E-04,5.45E-04
28100,Main mode of transport between the start of November and the start of December,5,Bus,252,252,14,14,0.055555556,0.055555556,7798,7798,291,291,0.037317261,0.037317261,0.018238295,0.018238295,0.014104391,0.022372198,0.014104391,0.022372198,0.005346405,0.005346405
28100,Main mode of transport between the start of November and the start of December,9,Walked,252,252,57,57,0.226190476,0.226190476,7798,7798,2145,2145,0.275070531,0.275070531,-0.048880055,-0.048880055,-0.055541196,-0.042218914,-0.055541196,-0.042218914,0.001990683,0.001990683
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),2,Some of the time,236,236,72,72,0.305084746,0.305084746,7595,7595,2821,2821,0.371428571,0.371428571,-0.066343826,-0.066343826,-0.074139402,-0.058548249,-0.074139402,-0.058548249,0.002028412,0.002028412
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,7595,7595,7,7,9.22E-04,9.22E-04,NA,NA,NA,NA,NA,NA,NA,NA
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),1,Never,236,236,24,24,0.101694915,0.101694915,7595,7595,1129,1129,0.148650428,0.148650428,-0.046955513,-0.046955513,-0.053581557,-0.040329468,-0.053581557,-0.040329468,0.003598499,0.003598499
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),3,Half of the time,236,236,10,10,0.042372881,0.042372881,7595,7595,269,269,0.035418038,0.035418038,0.006954843,0.006954843,0.004351792,0.009557894,0.004351792,0.009557894,0.002204703,0.002204703
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),4,Most of the time,236,236,60,60,0.254237288,0.254237288,7595,7595,1643,1643,0.216326531,0.216326531,0.037910758,0.037910758,0.031928799,0.043892716,0.031928799,0.043892716,0.001969081,0.001969081
28101,How often face mask used when outside home between mid-March and the end of June (i.e the first UK lockdown),5,All of the time,236,236,70,70,0.296610169,0.296610169,7595,7595,1726,1726,0.227254773,0.227254773,0.069355397,0.069355397,0.061397715,0.077313078,0.061397715,0.077313078,0.003412738,0.003412738
28102,How often face mask used when outside home between the start of July and mid-September,2,Some of the time,268,268,68,68,0.253731343,0.253731343,8344,8344,3058,3058,0.366490892,0.366490892,-0.112759548,-0.112759548,-0.122206864,-0.103312233,-0.122206864,-0.103312233,0.003342608,0.003342608
28102,How often face mask used when outside home between the start of July and mid-September,1,Never,268,268,15,15,0.055970149,0.055970149,8344,8344,502,502,0.060162991,0.060162991,-0.004192842,-0.004192842,-0.006122823,-0.002262861,-0.006122823,-0.002262861,7.53E-04,7.53E-04
28102,How often face mask used when outside home between the start of July and mid-September,3,Half of the time,268,268,13,13,0.048507463,0.048507463,8344,8344,494,494,0.059204219,0.059204219,-0.010696756,-0.010696756,-0.013769326,-0.007624186,-0.013769326,-0.007624186,0.001956952,0.001956952
28102,How often face mask used when outside home between the start of July and mid-September,4,Most of the time,268,268,103,103,0.384328358,0.384328358,8344,8344,2241,2241,0.268576222,0.268576222,0.115752136,0.115752136,0.106196434,0.125307838,0.106196434,0.125307838,0.004570277,0.004570277
28102,How often face mask used when outside home between the start of July and mid-September,5,All of the time,268,268,69,69,0.257462687,0.257462687,8344,8344,2046,2046,0.245206136,0.245206136,0.01225655,0.01225655,0.008970174,0.015542927,0.008970174,0.015542927,5.38E-04,5.38E-04
28103,How often face mask used when outside home between mid-September and the end of October,4,Most of the time,256,256,92,92,0.359375,0.359375,8166,8166,2350,2350,0.287778594,0.287778594,0.071596406,0.071596406,0.063809418,0.079383394,0.063809418,0.079383394,0.002688211,0.002688211
28103,How often face mask used when outside home between mid-September and the end of October,1,Never,256,256,11,11,0.04296875,0.04296875,8166,8166,356,356,0.043595396,0.043595396,-6.27E-04,-6.27E-04,-0.001382486,1.29E-04,-0.001382486,1.29E-04,1.57E-04,1.57E-04
28103,How often face mask used when outside home between mid-September and the end of October,2,Some of the time,256,256,61,61,0.23828125,0.23828125,8166,8166,2640,2640,0.323291697,0.323291697,-0.085010447,-0.085010447,-0.093434085,-0.076586809,-0.093434085,-0.076586809,0.002885401,0.002885401
28103,How often face mask used when outside home between mid-September and the end of October,3,Half of the time,256,256,12,12,0.046875,0.046875,8166,8166,529,529,0.064780798,0.064780798,-0.017905798,-0.017905798,-0.021911042,-0.013900555,-0.021911042,-0.013900555,0.003033942,0.003033942
28103,How often face mask used when outside home between mid-September and the end of October,5,All of the time,256,256,79,79,0.30859375,0.30859375,8166,8166,2290,2290,0.280431056,0.280431056,0.028162694,0.028162694,0.023165924,0.033159464,0.023165924,0.033159464,0.001090819,0.001090819
28104,How often face mask used when outside home between the start of November and the start of December,4,Most of the time,252,252,85,85,0.337301587,0.337301587,7798,7798,2345,2345,0.300718133,0.300718133,0.036583454,0.036583454,0.030783634,0.042383275,0.030783634,0.042383275,0.001350454,0.001350454
28104,How often face mask used when outside home between the start of November and the start of December,1,Never,252,252,6,6,0.023809524,0.023809524,7798,7798,262,262,0.033598359,0.033598359,-0.009788835,-0.009788835,-0.012830382,-0.006747288,-0.012830382,-0.006747288,0.003272846,0.003272846
28104,How often face mask used when outside home between the start of November and the start of December,2,Some of the time,252,252,48,48,0.19047619,0.19047619,7798,7798,2197,2197,0.281738907,0.281738907,-0.091262717,-0.091262717,-0.100159459,-0.082365974,-0.100159459,-0.082365974,0.003641422,0.003641422
28104,How often face mask used when outside home between the start of November and the start of December,3,Half of the time,252,252,11,11,0.043650794,0.043650794,7798,7798,450,450,0.057707104,0.057707104,-0.014056311,-0.014056311,-0.017693173,-0.010419448,-0.017693173,-0.010419448,0.002733204,0.002733204
28104,How often face mask used when outside home between the start of November and the start of December,5,All of the time,252,252,102,102,0.404761905,0.404761905,7798,7798,2544,2544,0.326237497,0.326237497,0.078524408,0.078524408,0.070214248,0.086834568,0.070214248,0.086834568,0.002660341,0.002660341
28105,How often eye protection used when outside home between mid-March and the end of June (i.e the first UK lockdown),2,Some of the time,236,236,6,6,0.025423729,0.025423729,7595,7595,356,356,0.046872943,0.046872943,-0.021449214,-0.021449214,-0.025987082,-0.016911346,-0.025987082,-0.016911346,0.005226961,0.005226961
28105,How often eye protection used when outside home between mid-March and the end of June (i.e the first UK lockdown),1,Never,236,236,220,220,0.93220339,0.93220339,7595,7595,7068,7068,0.930612245,0.930612245,0.001591145,0.001591145,3.43E-04,0.002839573,3.43E-04,0.002839573,1.93E-05,1.93E-05
28105,How often eye protection used when outside home between mid-March and the end of June (i.e the first UK lockdown),4,Most of the time,236,236,7,7,0.029661017,0.029661017,7595,7595,50,50,0.006583278,0.006583278,0.023077738,0.023077738,0.018374672,0.027780805,0.018374672,0.027780805,0.031498554,0.031498554
28106,How often eye protection used when outside home between the start of July and mid-September,1,Never,268,268,243,243,0.906716418,0.906716418,8344,8344,7682,7682,0.920661553,0.920661553,-0.013945135,-0.013945135,-0.017447594,-0.010442677,-0.017447594,-0.010442677,1.63E-04,1.63E-04
28106,How often eye protection used when outside home between the start of July and mid-September,2,Some of the time,268,268,17,17,0.063432836,0.063432836,8344,8344,445,445,0.053331735,0.053331735,0.0101011,0.0101011,0.007114406,0.013087795,0.007114406,0.013087795,0.002027901,0.002027901
28107,How often eye protection used when outside home between mid-September and the end of October,1,Never,256,256,237,237,0.92578125,0.92578125,8166,8166,7499,7499,0.918319863,0.918319863,0.007461387,0.007461387,0.004862192,0.010060583,0.004862192,0.010060583,8.85E-05,8.85E-05
28107,How often eye protection used when outside home between mid-September and the end of October,2,Some of the time,256,256,12,12,0.046875,0.046875,8166,8166,423,423,0.051800147,0.051800147,-0.004925147,-0.004925147,-0.007039575,-0.002810719,-0.007039575,-0.002810719,0.001038913,0.001038913
28108,How often eye protection used when outside home between the start of November and the start of December,1,Never,252,252,233,233,0.924603175,0.924603175,7798,7798,7198,7198,0.923057194,0.923057194,0.00154598,0.00154598,3.32E-04,0.002759736,3.32E-04,0.002759736,1.87E-05,1.87E-05
28108,How often eye protection used when outside home between the start of November and the start of December,2,Some of the time,252,252,13,13,0.051587302,0.051587302,7798,7798,364,364,0.046678636,0.046678636,0.004908666,0.004908666,0.002749538,0.007067794,0.002749538,0.007067794,0.001168013,0.001168013
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),3,Half of the time,236,236,5,5,0.021186441,0.021186441,7595,7595,98,98,0.012903226,0.012903226,0.008283215,0.008283215,0.00544433,0.0111221,0.00544433,0.0111221,0.00707567,0.00707567
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),1,Never,236,236,150,150,0.63559322,0.63559322,7595,7595,5007,5007,0.659249506,0.659249506,-0.023656286,-0.023656286,-0.028416529,-0.018896043,-0.028416529,-0.018896043,4.06E-04,4.06E-04
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),2,Some of the time,236,236,68,68,0.288135593,0.288135593,7595,7595,2106,2106,0.277287689,0.277287689,0.010847904,0.010847904,0.007603321,0.014092487,0.007603321,0.014092487,4.42E-04,4.42E-04
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),4,Most of the time,236,236,8,8,0.033898305,0.033898305,7595,7595,257,257,0.033838051,0.033838051,6.03E-05,6.03E-05,-1.83E-04,3.03E-04,-1.83E-04,3.03E-04,2.01E-05,2.01E-05
28109,How often disposable gloves worn when outside home between mid-March and the end of June (i.e the first UK lockdown),5,All of the time,236,236,5,5,0.021186441,0.021186441,7595,7595,127,127,0.016721527,0.016721527,0.004464913,0.004464913,0.002376631,0.006553196,0.002376631,0.006553196,0.002990218,0.002990218
28110,How often disposable gloves worn when outside home between the start of July and mid-September,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,8344,8344,5,5,5.99E-04,5.99E-04,NA,NA,NA,NA,NA,NA,NA,NA
28110,How often disposable gloves worn when outside home between the start of July and mid-September,1,Never,268,268,186,186,0.694029851,0.694029851,8344,8344,5957,5957,0.713926174,0.713926174,-0.019896324,-0.019896324,-0.02406726,-0.015725388,-0.02406726,-0.015725388,3.01E-04,3.01E-04
28110,How often disposable gloves worn when outside home between the start of July and mid-September,2,Some of the time,268,268,66,66,0.246268657,0.246268657,8344,8344,1914,1914,0.229386385,0.229386385,0.016882271,0.016882271,0.013034323,0.02073022,0.013034323,0.02073022,7.91E-04,7.91E-04
28110,How often disposable gloves worn when outside home between the start of July and mid-September,4,Most of the time,268,268,13,13,0.048507463,0.048507463,8344,8344,234,234,0.028044104,0.028044104,0.020463359,0.020463359,0.01623463,0.024692088,0.01623463,0.024692088,0.007629997,0.007629997
28111,How often disposable gloves worn when outside home between mid-September and the end of October,1,Never,256,256,184,184,0.71875,0.71875,8166,8166,6092,6092,0.746020083,0.746020083,-0.027270083,-0.027270083,-0.032189287,-0.022350879,-0.032189287,-0.022350879,3.99E-04,3.99E-04
28111,How often disposable gloves worn when outside home between mid-September and the end of October,2,Some of the time,256,256,56,56,0.21875,0.21875,8166,8166,1595,1595,0.195322067,0.195322067,0.023427933,0.023427933,0.018859423,0.027996443,0.018859423,0.027996443,0.001301976,0.001301976
28111,How often disposable gloves worn when outside home between mid-September and the end of October,4,Most of the time,256,256,10,10,0.0390625,0.0390625,8166,8166,245,245,0.030002449,0.030002449,0.009060051,0.009060051,0.006198217,0.011921885,0.006198217,0.011921885,0.00325631,0.00325631
28112,How often disposable gloves worn when outside home between the start of November and the start of December,-3,Prefer not to answer,NA,NA,NA,NA,NA,NA,7798,7798,5,5,6.41E-04,6.41E-04,NA,NA,NA,NA,NA,NA,NA,NA
