Table,test_concept_id,test_name,test_vocab,test_code,pt_count_test,per_total_pt
observation,4326265,Employment problem,SNOMED,75148009,402,0.001274988
measurement,3012728,Benzodiazepines [Presence] in Serum or Plasma,LOINC,3389-4,401,0.001271817
measurement,3017556,Ehrlichia chaffeensis DNA [Presence] in Blood by NAA with probe detection,LOINC,27994-3,401,0.001271817
measurement,4149460,Lyme immunoblot test,SNOMED,310566009,401,0.001271817
measurement,40766109,Erythrocyte clumps [Presence] in Urine sediment by Light microscopy,LOINC,63378-4,401,0.001271817
measurement,3015036,Mumps virus IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,6477-4,400,0.001268645
measurement,3027528,Unidentified cells/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,13527-7,400,0.001268645
measurement,3048739,Platelet mean volume [Entitic volume] in Cord blood,LOINC,47283-7,400,0.001268645
observation,4050935,FH: Mother alive and well,SNOMED,160428008,400,0.001268645
measurement,2213000,"Culture, fungi (mold or yeast) isolation, with presumptive identification of isolates; other source (except blood)",CPT4,87102,399,0.001265474
measurement,3027180,Monocytes+Macrophages/100 leukocytes in Body fluid by Manual count,LOINC,21394-2,399,0.001265474
measurement,40765106,Diagnostic impression [Interpretation] in Unspecified specimen Narrative,LOINC,62365-2,399,0.001265474
measurement,3048541,Neural tube defect risk [Likelihood] in Fetus,LOINC,48803-1,398,0.001262302
observation,2617453,Direct admission of patient for hospital observation care,HCPCS,G0379,398,0.001262302
observation,4059192,H/O: depression,SNOMED,161469008,398,0.001262302
measurement,2212601,Thyroid hormone (T3 or T4) uptake or thyroid hormone binding ratio (THBR),CPT4,84479,397,0.00125913
measurement,3007597,Pathology report gross observation Narrative,LOINC,22634-0,397,0.00125913
measurement,3012266,Gestational age,LOINC,18185-9,397,0.00125913
measurement,3027653,Mycophenolate [Mass/volume] in Serum or Plasma,LOINC,23905-3,397,0.00125913
measurement,3031973,Hemoglobin A/Hemoglobin.total in Blood by HPLC,LOINC,42244-4,397,0.00125913
measurement,3032084,Eosinophils [#/volume] in Body fluid,LOINC,35063-7,397,0.00125913
measurement,3042812,Nitrite [Presence] in Urine,LOINC,32710-6,397,0.00125913
measurement,3050252,CFTR gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,38404-0,397,0.00125913
observation,4202187,Referral to neurologist,SNOMED,308474002,397,0.00125913
measurement,3002620,Howell-Jolly bodies [Presence] in Blood by Light microscopy,LOINC,7793-3,396,0.001255959
measurement,3004806,Helicobacter pylori IgG Ab [Units/volume] in Serum,LOINC,7902-0,396,0.001255959
measurement,3025085,Axillary temperature,LOINC,8328-7,396,0.001255959
measurement,3007822,Protein Fractions [Interpretation] in Urine by Electrophoresis,LOINC,13438-7,395,0.001252787
measurement,3042645,Salmonella and Shigella sp identified in Stool by Organism specific culture,LOINC,43371-4,394,0.001249615
measurement,3000819,Albumin/Creatinine [Mass Ratio] in 24 hour Urine,LOINC,13705-9,393,0.001246444
measurement,3004037,Phencyclidine [Mass/volume] in Urine,LOINC,3937-0,393,0.001246444
observation,44791336,Patient health questionnaire PHQ-9 declined,SNOMED,2.80E+14,393,0.001246444
measurement,3021642,Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum by Immune diffusion (ID),LOINC,5352-0,392,0.001243272
measurement,2212350,"Gases, blood, O2 saturation only, by direct measurement, except pulse oximetry",CPT4,82810,391,0.001240101
measurement,3006357,Variant lymphocytes/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,13517-8,391,0.001240101
measurement,3017730,Calcium [Mass/volume] in 24 hour Urine,LOINC,18488-7,390,0.001236929
measurement,3040039,Glial nuclear type 1 Ab [Titer] in Serum,LOINC,53709-2,390,0.001236929
observation,4216727,Struck by falling object,SNOMED,71893005,390,0.001236929
measurement,3005333,Pork IgE Ab [Units/volume] in Serum,LOINC,6219-0,389,0.001233757
measurement,3008776,Methaqualone [Presence] in Urine,LOINC,3786-1,389,0.001233757
measurement,3027245,Hepatitis A virus IgM Ab [Units/volume] in Serum by Immunoassay,LOINC,5181-3,389,0.001233757
measurement,21493465,Clostridioides difficile toxin A+B tcdA+tcdB genes [Presence] in Stool by NAA with non-probe detection,LOINC,82197-5,389,0.001233757
measurement,40771026,Gabapentin [Presence] in Urine,LOINC,68439-9,389,0.001233757
measurement,42869590,Inhaled oxygen [Pure volume fraction] Inhaled gas,LOINC,71835-3,389,0.001233757
observation,40757774,Feeling tired or having little energy in last 2 weeks.frequency [Reported PHQ-9 CMS],LOINC,54643-2,389,0.001233757
observation,40757776,Poor appetite or overeating in last 2 weeks.frequency [Reported PHQ-9 CMS],LOINC,54645-7,389,0.001233757
observation,40757784,"Thoughts that you would be better off dead, or of hurting yourself in some way in last 2 weeks.frequency [Reported PHQ-9 CMS]",LOINC,54653-1,389,0.001233757
measurement,3018212,Centromere IgG Ab [Titer] in Serum by Immunofluorescence,LOINC,29966-9,388,0.001230586
measurement,3046760,Galactomannan Ag [Presence] in Serum or Plasma by Immunoassay,LOINC,44099-0,388,0.001230586
measurement,3010937,Rubella virus Ab [Presence] in Serum,LOINC,22496-4,387,0.001227414
measurement,3017685,Yellow fever virus Ab [Titer] in Serum,LOINC,22618-3,387,0.001227414
measurement,3019583,Endomysium IgA Ab [Titer] in Serum by Immunofluorescence,LOINC,27038-9,387,0.001227414
measurement,3026729,Phosphate [Mass/volume] in Urine,LOINC,2778-9,387,0.001227414
observation,36714983,Patient Health Questionnaire Nine Item score,SNOMED,720433000,387,0.001227414
observation,43021867,Problem related to social environment,SNOMED,2.89E+14,387,0.001227414
measurement,3053339,Ehrlichia sp DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,48866-8,386,0.001224243
observation,4214798,Procedure needed,SNOMED,417451006,386,0.001224243
measurement,3020229,Cytomegalovirus DNA [Presence] in Unspecified specimen by NAA with probe detection,LOINC,5000-5,385,0.001221071
measurement,3034901,CV2 IgG Ab [Titer] in Serum,LOINC,35386-2,385,0.001221071
measurement,3001894,Volume of Semen,LOINC,3160-9,384,0.001217899
measurement,3014148,Varicella zoster virus Ab [Titer] in Serum,LOINC,21594-7,384,0.001217899
measurement,3029713,Protein.monoclonal band 1 [Mass/volume] in Serum or Plasma by Electrophoresis,LOINC,51435-6,384,0.001217899
measurement,3049398,Myeloperoxidase Ab [Units/volume] in Serum by Immunoassay,LOINC,46266-3,384,0.001217899
measurement,4262119,Human papillomavirus DNA detection,SNOMED,35904009,384,0.001217899
observation,2102074,Functional status assessed (COA) (RA),CPT4,1170F,384,0.001217899
measurement,3012636,Phosphate [Mass/time] in 24 hour Urine,LOINC,2779-7,383,0.001214728
measurement,3033464,Fibrin D-dimer [Presence] in Platelet poor plasma by Latex agglutination,LOINC,29280-5,383,0.001214728
measurement,3040844,Calcium oxalate crystals [#/area] in Urine by Computer assisted method,LOINC,53306-7,383,0.001214728
observation,4304360,Preparation of medical certificate,SNOMED,103695000,383,0.001214728
observation,4137906,Admission by orthopedic surgeon,SNOMED,305314005,382,0.001211556
measurement,3015302,Jo-1 extractable nuclear Ab [Units/volume] in Serum,LOINC,11565-9,381,0.001208384
measurement,3017612,Epstein Barr virus nuclear IgG Ab [Presence] in Serum by Immunoassay,LOINC,5156-5,381,0.001208384
measurement,3038593,PCA-1 Ab [Titer] in Serum,LOINC,53717-5,381,0.001208384
observation,4088035,Screening status,SNOMED,243876005,381,0.001208384
measurement,2212174,"Volume measurement for timed collection, each",CPT4,81050,380,0.001205213
measurement,3007654,Microscopic observation [Identifier] in Wound by Gram stain,LOINC,10357-2,380,0.001205213
measurement,3013516,pH of Semen,LOINC,2752-4,379,0.001202041
observation,4134010,Weight decreased,SNOMED,262285001,379,0.001202041
observation,43528847,Mental Health: Rx Meds for Schizophrenia,PPI,MentalHealth_RxMedsforSchizophrenia,379,0.001202041
observation,43530362,Mental Health: Schizophrenia Currently,PPI,MentalHealth_SchizophreniaCurrently,379,0.001202041
observation,43530520,Mental Health: How Old Were You Schizophrenia,PPI,MentalHealth_HowOldWereYouSchizophrenia,379,0.001202041
observation,2414352,"Service(s) provided between 10:00 PM and 8:00 AM at 24-hour facility, in addition to basic service",CPT4,99053,378,0.00119887
measurement,3006407,Chromogranin A [Mass/volume] in Serum or Plasma,LOINC,9811-1,377,0.001195698
measurement,3037577,Monocytes/100 leukocytes in Cerebral spinal fluid,LOINC,26486-1,377,0.001195698
measurement,4197841,Rubella IgG measurement,SNOMED,313670007,377,0.001195698
measurement,21492667,Rotavirus A nsp5 gene [Presence] in Stool by NAA with probe detection,LOINC,79389-3,377,0.001195698
observation,43528862,Nervous System: Rx Meds for Parkinson's Disease,PPI,NervousSystem_RxMedsforParkinsonsDisease,377,0.001195698
observation,43530377,Nervous System: Parkinson's Disease Currently,PPI,NervousSystem_ParkinsonsDiseaseCurrently,377,0.001195698
observation,43530536,Nervous System: How Old Were You Parkinson's Disease,PPI,NervousSystem_HowOldWereYouParkinsonsDisease,377,0.001195698
measurement,3003022,Cocklebur IgE Ab [Units/volume] in Serum,LOINC,6077-2,376,0.001192526
measurement,3041423,Sjogrens syndrome-A extractable nuclear 60kD Ab [Units/volume] in Serum,LOINC,53019-6,376,0.001192526
measurement,3008025,Ribonucleoprotein extractable nuclear Ab [Presence] in Serum,LOINC,8091-1,374,0.001186183
measurement,3017457,Urea nitrogen [Mass/time] in 24 hour Urine,LOINC,3096-5,374,0.001186183
measurement,3023547,Leukocytes other/100 leukocytes in Body fluid,LOINC,26473-9,374,0.001186183
observation,439996,Anticoagulant adverse reaction,SNOMED,293331003,374,0.001186183
observation,4051104,No family history of,SNOMED,160266009,374,0.001186183
observation,4058563,H/O: hysterectomy,SNOMED,161800001,374,0.001186183
measurement,2212235,"Blood, occult, by fecal hemoglobin determination by immunoassay, qualitative, feces, 1-3 simultaneous determinations",CPT4,82274,373,0.001183012
measurement,3007263,Hemoglobin A1c/Hemoglobin.total in Blood by calculation,LOINC,17855-8,373,0.001183012
observation,432532,Accidental event,SNOMED,418019003,373,0.001183012
measurement,40757569,Cholesterol/Total in Stone,LOINC,54438-7,372,0.00117984
observation,2614666,"Ground mileage, per statute mile",HCPCS,A0425,372,0.00117984
measurement,3046664,Lipoprotein a [Moles/volume] in Serum or Plasma,LOINC,43583-4,371,0.001176668
measurement,40765198,Trichomonas vaginalis DNA [Presence] in Vaginal fluid by NAA with probe detection,LOINC,62461-9,371,0.001176668
observation,903565,Help Me With Consent: Name,PPI,HelpMeWithConsent_Name,371,0.001176668
measurement,2212284,Cortisol; total,CPT4,82533,370,0.001173497
measurement,2212909,Antibody; rubella,CPT4,86762,370,0.001173497
measurement,3037663,"Carbon dioxide, total [Moles/volume] in Arterial blood by calculation",LOINC,41647-9,370,0.001173497
observation,4330220,Family history of malignant neoplasm of genital structure,SNOMED,430954001,370,0.001173497
observation,44793477,Antenatal screening status,SNOMED,3.85E+14,370,0.001173497
measurement,3008615,Choriogonadotropin.beta subunit [Units/volume] in Serum or Plasma by Immunoassay (EIA) 3rd IS,LOINC,20415-6,369,0.001170325
measurement,3014441,Leukocytes [Presence] in Stool by Light microscopy,LOINC,13655-6,369,0.001170325
measurement,3014480,Olive Pollen IgE Ab [Units/volume] in Serum,LOINC,6192-9,369,0.001170325
measurement,3015232,Cholesterol [Mass/volume] in Body fluid,LOINC,12183-0,369,0.001170325
measurement,3023174,Cryptococcus sp Ag [Presence] in Serum,LOINC,31790-9,369,0.001170325
measurement,3040849,Epstein Barr virus early IgG Ab [Presence] in Serum by Immunoassay,LOINC,40752-8,369,0.001170325
measurement,36204351,Streptococcus pneumoniae Danish serotype 8 IgG Ab [Mass/volume] in Serum,LOINC,86147-6,369,0.001170325
observation,4233464,Legal physical restraint performed,SNOMED,405689000,369,0.001170325
measurement,3000866,Neisseria gonorrhoeae DNA [Presence] in Urethra by NAA with probe detection,LOINC,21415-5,368,0.001167154
measurement,3005665,Streptococcus pneumoniae Danish serotype 6B IgG Ab [Mass/volume] in Serum,LOINC,27118-9,368,0.001167154
measurement,44807941,Band neutrophil percent differential count,SNOMED,8.28E+14,368,0.001167154
observation,44784421,Referral for obstetric ultrasound scan,SNOMED,698564009,368,0.001167154
measurement,2212179,"Ketone body(s) (eg, acetone, acetoacetic acid, beta-hydroxybutyrate); qualitative",CPT4,82009,367,0.001163982
measurement,3001199,Ribosomal P Ab [Units/volume] in Serum,LOINC,13636-6,367,0.001163982
measurement,3038351,Mycobacterium bovis tuberculin stimulated gamma interferon-control stimulated gamma interferon [Units/volume] in Blood,LOINC,53704-3,367,0.001163982
measurement,40762525,Clinical biochemist review of results,LOINC,59462-2,367,0.001163982
measurement,2212222,"Barbiturates, not elsewhere specified",CPT4,82205,366,0.00116081
measurement,2213044,"Smear, primary source with interpretation; wet mount for infectious agents (eg, saline, India ink, KOH preps)",CPT4,87210,366,0.00116081
measurement,3008934,Reagin Ab [Titer] in Serum,LOINC,11084-1,366,0.00116081
measurement,3014814,Methamphetamine [Presence] in Urine,LOINC,3779-6,366,0.00116081
measurement,36204373,Streptococcus pneumoniae Danish serotype 9N IgG Ab [Mass/volume] in Serum,LOINC,86169-0,366,0.00116081
measurement,3005148,5-Hydroxyindoleacetate [Mass/time] in 24 hour Urine,LOINC,1695-6,365,0.001157639
measurement,3014568,SCL-70 extractable nuclear Ab [Presence] in Serum,LOINC,8092-9,365,0.001157639
measurement,3019599,Protein S actual/normal in Platelet poor plasma by Chromogenic method,LOINC,31102-7,365,0.001157639
measurement,3019994,Crab IgE Ab [Units/volume] in Serum,LOINC,6092-1,365,0.001157639
observation,40766360,"How soon after you wake up do, or did, you smoke your first cigarette [FTND]",LOINC,63636-5,364,0.001154467
measurement,2212198,Alpha-fetoprotein (AFP); serum,CPT4,82105,363,0.001151295
measurement,4265057,Cortisol measurement,SNOMED,62037009,363,0.001151295
observation,4084354,Referral to general surgical service,SNOMED,183542009,363,0.001151295
measurement,3014792,Clue cells [Presence] in Vaginal fluid by Wet preparation,LOINC,20502-1,362,0.001148124
measurement,3033875,Phosphate crystals amorphous [#/area] in Urine sediment by Microscopy high power field,LOINC,32145-5,362,0.001148124
measurement,3036273,Rouleaux [Presence] in Blood by Light microscopy,LOINC,7797-4,362,0.001148124
observation,42539697,External hearing aid in situ,SNOMED,737287002,362,0.001148124
measurement,3020951,Lymphocytes/100 leukocytes in Cerebral spinal fluid,LOINC,26479-6,361,0.001144952
measurement,3026515,Parvovirus B19 IgM Ab [Units/volume] in Serum,LOINC,7984-8,361,0.001144952
measurement,3029859,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Cystatin-based formula",LOINC,50210-4,361,0.001144952
measurement,3042475,Amphetamines [Presence] in Saliva (oral fluid) by Screen method,LOINC,40799-9,361,0.001144952
measurement,3050143,Nuclear Ab pattern [Interpretation] in Serum by Immunofluorescence Narrative,LOINC,49311-4,361,0.001144952
observation,42872751,National Institutes of Health stroke scale score,SNOMED,450743008,361,0.001144952
measurement,3001729,Color of Synovial fluid,LOINC,14664-7,359,0.001138609
observation,4086927,Contraception status,SNOMED,243816001,359,0.001138609
measurement,3021437,Nonhematic cells/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,13525-1,358,0.001135437
measurement,4035113,Aerobic microbial culture,SNOMED,117033003,358,0.001135437
measurement,4056556,Cytology examination - general,SNOMED,168440009,358,0.001135437
measurement,4306931,Protein electrophoresis,SNOMED,82962001,358,0.001135437
observation,46269986,History of carcinoma in situ of breast,SNOMED,1.10E+16,358,0.001135437
measurement,3021623,Borrelia burgdorferi IgM Ab [Presence] in Serum,LOINC,22135-8,357,0.001132266
measurement,3025886,Oxalate [Mass/time] in 24 hour Urine,LOINC,2701-1,357,0.001132266
measurement,3051593,INR in Capillary blood by Coagulation assay,LOINC,46418-0,357,0.001132266
observation,443373,Drug groups primarily affecting cardiovascular system adverse reaction,SNOMED,293416008,357,0.001132266
measurement,3035544,Cardiolipin IgG Ab [Units/volume] in Serum or Plasma,LOINC,8065-5,356,0.001129094
measurement,44807130,Mumps virus IgG antibody measurement,SNOMED,8.16E+14,356,0.001129094
observation,4208970,History of physical abuse,SNOMED,313215004,356,0.001129094
measurement,2212870,Antibody; Helicobacter pylori,CPT4,86677,355,0.001125923
measurement,3019858,Maximum voluntary ventilation [Flow] --post bronchodilator/Voluntary ventilation.maximum predicted,LOINC,20161-6,355,0.001125923
measurement,3023611,Maximum voluntary ventilation --post bronchodilator,LOINC,20160-8,355,0.001125923
measurement,3037871,Macrophages/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,12229-1,355,0.001125923
observation,2102813,Blood pressure measured (CKD)(DM),CPT4,2000F,355,0.001125923
measurement,40757083,"Infectious agent detection by nucleic acid (DNA or RNA); Clostridium difficile, toxin gene(s), amplified probe technique",CPT4,87493,354,0.001122751
measurement,40769408,Clot angle in Blood by Thromboelastography,LOINC,66748-5,354,0.001122751
observation,4301925,Self-propelled locomotion activity,SNOMED,418305009,354,0.001122751
measurement,3031537,HIV 1 and 2 Ab [Interpretation] in Serum Narrative,LOINC,42768-2,353,0.001119579
measurement,3000965,C reactive protein [Presence] in Serum or Plasma,LOINC,11039-5,352,0.001116408
measurement,3002903,Transferrin [Moles/volume] in Serum or Plasma,LOINC,22674-6,352,0.001116408
measurement,3010909,Ascorbate [Presence] in Urine,LOINC,1904-2,352,0.001116408
measurement,3030080,Amphiphysin Ab [Titer] in Serum,LOINC,33927-5,352,0.001116408
measurement,3031103,Voltage-gated potassium channel Ab [Moles/volume] in Serum,LOINC,41871-5,352,0.001116408
measurement,40763730,Ethyl sulfate [Mass/volume] in Urine,LOINC,60676-4,352,0.001116408
observation,2106274,Negative microalbuminuria test result documented and reviewed (DM),CPT4,3061F,352,0.001116408
observation,2721434,Services provided in an urgent care center (list in addition to code for service),HCPCS,S9088,352,0.001116408
observation,44782983,History of malignant hematologic neoplasm,SNOMED,699005005,352,0.001116408
measurement,3003740,Influenza virus B Ag [Presence] in Unspecified specimen,LOINC,31864-2,351,0.001113236
observation,4310928,"Place of occurrence of accident or poisoning, private home",SNOMED,216323008,351,0.001113236
measurement,3006120,Parvovirus B19 IgG Ab [Units/volume] in Serum,LOINC,7983-0,350,0.001110064
measurement,3011339,Nuclear IgG Ab [Presence] in Serum,LOINC,31545-7,350,0.001110064
measurement,3015816,F5 gene p.Arg506Gln [Presence] in Blood or Tissue by Molecular genetics method,LOINC,21668-9,350,0.001110064
measurement,3041086,Calcium oxalate crystals [#/area] in Urine sediment by Microscopy low power field,LOINC,53131-9,350,0.001110064
measurement,4007830,Cryptosporidium species antigen assay,SNOMED,121981004,350,0.001110064
measurement,4208622,Microscopic examination of cervical Papanicolaou smear,SNOMED,440623000,350,0.001110064
observation,4336011,Glaucoma suspect,SNOMED,232079008,350,0.001110064
measurement,2212165,"Urinalysis, by dip stick or tablet reagent for bilirubin, glucose, hemoglobin, ketones, leukocytes, nitrite, pH, protein, specific gravity, urobilinogen, any number of these constituents; non-automated, with microscopy",CPT4,81000,349,0.001106893
measurement,2212659,"Blood smear, peripheral, interpretation by physician with written report",CPT4,85060,349,0.001106893
measurement,3016851,Normetanephrine [Mass/volume] in Serum or Plasma,LOINC,2669-0,349,0.001106893
measurement,3031147,"Carbon dioxide, total [Moles/volume] in Blood by calculation",LOINC,34728-6,349,0.001106893
measurement,3034734,Urea [Mass/volume] in Urine,LOINC,3092-4,349,0.001106893
measurement,40758497,Crystals.amorphous [#/area] in Urine sediment by Microscopy high power field,LOINC,55368-5,349,0.001106893
measurement,3018031,Number of Stones,LOINC,9800-4,348,0.001103721
measurement,3030410,Eosinophils [Presence] in Urine sediment by Wright stain,LOINC,49839-4,348,0.001103721
measurement,4287388,Luteinizing hormone measurement,SNOMED,69527006,348,0.001103721
measurement,21493472,Escherichia coli O157 DNA [Presence] in Stool by NAA with non-probe detection,LOINC,82204-9,348,0.001103721
observation,1384466,Cancer: How Old Were You Ovarian Cancer,PPI,Cancer_HowOldWereYouOvarianCancer,348,0.001103721
observation,1384483,Cancer: Ovarian Cancer Currently,PPI,Cancer_OvarianCancerCurrently,348,0.001103721
observation,1384529,Cancer: Rx Meds for Ovarian Cancer,PPI,Cancer_RxMedsforOvarianCancer,348,0.001103721
measurement,3002013,Bacteria # 6 identified in Urine by Culture,LOINC,17974-7,347,0.00110055
measurement,3002069,Alkaline phosphatase.bone/Alkaline phosphatase.total in Serum or Plasma,LOINC,15013-6,347,0.00110055
measurement,3003113,Bacteria # 5 identified in Urine by Culture,LOINC,17973-9,347,0.00110055
measurement,3009991,Angiotensin converting enzyme [Enzymatic activity/volume] in Cerebral spinal fluid,LOINC,12480-0,347,0.00110055
measurement,3035132,Ketones [Presence] in Serum or Plasma,LOINC,2513-0,347,0.00110055
measurement,3046484,Bacteria # 8 identified in Urine by Culture,LOINC,44849-8,347,0.00110055
measurement,3010130,Cytomegalovirus IgG Ab [Units/volume] in Serum or Plasma,LOINC,7852-7,346,0.001097378
measurement,3020192,Gamma globulin [Mass/volume] in Body fluid by Electrophoresis,LOINC,17499-5,346,0.001097378
measurement,3027833,Creatine kinase.MM/Creatine kinase.total in Serum or Plasma by Electrophoresis,LOINC,15049-0,346,0.001097378
measurement,3035283,Acetylcholine receptor ganglionic neuronal Ab [Moles/volume] in Serum,LOINC,42233-7,346,0.001097378
measurement,4240586,Mono test,SNOMED,59048000,346,0.001097378
observation,2107158,"Mammogram assessment category of  benign,  documented (RAD)",CPT4,3342F,346,0.001097378
observation,42872666,Insulin pump present,SNOMED,450657002,346,0.001097378
observation,43528837,Kidney: Rx Meds for Kidney With Dialysis,PPI,Kidney_RxMedsforKidneyWithDialysis,346,0.001097378
observation,43530352,Kidney: Kidney With Dialysis Currently,PPI,Kidney_KidneyWithDialysisCurrently,346,0.001097378
observation,43530510,Kidney: How Old Were You Kidney With Dialysis,PPI,Kidney_HowOldWereYouKidneyWithDialysis,346,0.001097378
measurement,3026714,Acetone [Mass/volume] in Urine,LOINC,5570-7,345,0.001094206
measurement,3031335,Mixing studies [Interpretation] in Platelet poor plasma Narrative,LOINC,50008-2,345,0.001094206
observation,715719,Enter the number of weeks,PPI,copect_50_xx19_cope_a_57,345,0.001094206
observation,4058286,H/O: hypertension,SNOMED,161501007,345,0.001094206
observation,38001259,Major joint replacement or reattachment of lower extremity w/o MCC,DRG,470,345,0.001094206
measurement,2212096,"Renal function panel This panel must include the following: Albumin (82040) Calcium, total (82310) Carbon dioxide (bicarbonate) (82374) Chloride (82435) Creatinine (82565) Glucose (82947) Phosphorus inorganic (phosphate) (84100) Potassium (84132) Sodium (",CPT4,80069,344,0.001091035
measurement,3013704,Influenza virus B Ag [Presence] in Unspecified specimen by Immunofluorescence,LOINC,5867-7,344,0.001091035
measurement,3024400,Influenza virus A Ag [Presence] in Unspecified specimen by Immunofluorescence,LOINC,5863-6,344,0.001091035
measurement,3032385,Segmented neutrophils [#/volume] in Cerebral spinal fluid,LOINC,35011-6,344,0.001091035
measurement,3046137,Ethyl glucuronide [Mass/volume] in Urine,LOINC,45324-1,344,0.001091035
measurement,40760947,dRVVT W excess phospholipid (LA confirm),LOINC,57838-5,344,0.001091035
observation,2721637,"Clinic visit/encounter, all-inclusive",HCPCS,T1015,344,0.001091035
observation,4213783,Referral to diabetes structured education program,SNOMED,415270003,344,0.001091035
observation,45765917,Ex-tobacco user,SNOMED,702975009,344,0.001091035
measurement,3026802,Heterophile Ab [Presence] in Serum or Plasma by Immunoassay,LOINC,6425-3,343,0.001087863
measurement,40761178,Urinalysis complete W Reflex Culture panel - Urine,LOINC,58077-9,343,0.001087863
measurement,3042065,Streptococcus pneumoniae Danish serotype 15B IgG Ab [Mass/volume] in Serum,LOINC,40973-0,342,0.001084692
measurement,3043238,Trisomy 21 risk [Likelihood] in Fetus,LOINC,43995-0,342,0.001084692
measurement,4135810,Immunoglobulin A measurement,SNOMED,31651002,342,0.001084692
measurement,21492660,Campylobacter coli+jejuni+lari fusA gene [Presence] in Stool by NAA with probe detection,LOINC,79382-8,342,0.001084692
observation,43020469,Cares for dependent relative at home,SNOMED,2.88E+14,342,0.001084692
measurement,2212918,Antibody; varicella-zoster,CPT4,86787,341,0.00108152
measurement,2213242,"Cytopathology, evaluation of fine needle aspirate; interpretation and report",CPT4,88173,341,0.00108152
measurement,3028133,Total IgE [Units/volume] in Serum by Radioallergosorbent test (RAST),LOINC,13834-7,341,0.00108152
measurement,3038232,Streptococcus pneumoniae Danish serotype 33F IgG Ab [Mass/volume] in Serum,LOINC,40969-8,341,0.00108152
observation,43533253,"Carrying, moving & handling objects functional limitation, discharge status, at discharge from therapy or to end reporting",HCPCS,G8986,341,0.00108152
measurement,3000138,Arsenic [Mass/volume] in Blood,LOINC,5583-0,340,0.001078348
measurement,3018676,Antithrombin [Units/volume] in Platelet poor plasma by Chromogenic method,LOINC,3174-0,340,0.001078348
measurement,3032972,SMN1 gene+SMN2 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,LOINC,49857-6,340,0.001078348
measurement,3034549,Salicylates [Mass/volume] in Serum or Plasma by Screen method,LOINC,35597-4,340,0.001078348
measurement,40760954,Leukocytes [#/volume] in Body fluid by Automated count,LOINC,57845-0,340,0.001078348
observation,763985,Long-term current use of systemic steroid,SNOMED,4.49E+14,340,0.001078348
observation,43531149,History of bariatric surgical procedure,SNOMED,608848006,339,0.001075177
measurement,3005388,Neisseria gonorrhoeae DNA [Presence] in Cervical mucus by NAA with probe detection,LOINC,21414-8,338,0.001072005
measurement,3007035,Walnut IgE Ab RAST class [Presence] in Serum,LOINC,16074-7,338,0.001072005
measurement,3042640,Fragments [Presence] in Blood by Automated count,LOINC,40746-0,338,0.001072005
measurement,2213329,"Leukocyte assessment, fecal, qualitative or semiquantitative",CPT4,89055,337,0.001068834
measurement,3006330,Alpha 2 globulin/Protein.total in Serum or Plasma by Electrophoresis,LOINC,13981-6,337,0.001068834
measurement,3008898,HLA-B27 [Presence],LOINC,4821-5,337,0.001068834
measurement,4038337,Escherichia coli shiga-like detection,SNOMED,118112007,337,0.001068834
measurement,3035510,Gentamicin [Mass/volume] in Serum or Plasma,LOINC,35668-3,336,0.001065662
measurement,4263581,Reticulocyte count,SNOMED,45995003,336,0.001065662
observation,4077060,History of sexually transmitted disease,SNOMED,275881005,336,0.001065662
measurement,3009194,Reagin Ab [Presence] in Cerebral spinal fluid,LOINC,22459-2,335,0.00106249
measurement,3037201,Protein S Ag actual/normal in Platelet poor plasma by Immunoassay,LOINC,27823-4,335,0.00106249
measurement,36203231,Streptococcus pneumoniae Danish serotype 12F IgG Ab [Mass/volume] in Serum,LOINC,85977-7,335,0.00106249
observation,1332754,How often did you use hallucinogens?,PPI,tsu_ds5_13_xx10,334,0.001059319
observation,1332828,Did your use include smoking hallucinogens?,PPI,tsu_ds5_13_xx35,334,0.001059319
observation,1332829,Do you think you have used more or less hallucinogens in the past month than you used to?,PPI,tsu_ds5_13_xx36,334,0.001059319
observation,4053945,Exposure to excess sunlight,SNOMED,242535001,334,0.001059319
measurement,3012602,Metanephrines [Moles/volume] in Serum or Plasma,LOINC,25474-8,333,0.001056147
measurement,3013432,Monocytes+Macrophages/100 leukocytes in Cerebral spinal fluid by Manual count,LOINC,23904-6,333,0.001056147
measurement,3014078,IgG synthesis rate [Mass/time] in Serum and CSF by calculation,LOINC,14116-8,333,0.001056147
measurement,3044935,Platelets Large [Presence] in Blood by Automated count,LOINC,34167-7,333,0.001056147
measurement,46272908,Measurement of C-reactive protein using high sensitivity technique,SNOMED,711357009,333,0.001056147
observation,43528777,Cancer: Rx Meds for Head Neck Cancer,PPI,Cancer_RxMedsforHeadNeckCancer,333,0.001056147
observation,43530293,Cancer: Head Neck Cancer Currently,PPI,Cancer_HeadNeckCancerCurrently,333,0.001056147
