question_concept_id,responce_concpet_id,Question,Response removed due to invalid value,q_cnt_general,a_cnt_general,ev_prop_general,q_pt_general,a_pt_general,pt_prop_general,q_cnt_covid,a_cnt_covid,ev_prop_covid,q_pt_covid,a_pt_covid,pt_prop_covid,ev_covid_to_genral_prop_diff,pt_covid_to_genral_prop_diff,ev_lower_confidence_interval,ev_upper_confidence_interval,pt_lower_confidence_interval,pt_upper_confidence_interval,p-value
1310133,903096,"If you know it, what is your blood group?",PMI: Skip,147042,1644,0.011180479,78282,1496,0.019110396,3049,38,0.012463103,1727,36,0.020845397,0.001282624,0.001735001,-0.002691729,0.005256977,-0.005070941,0.008540943,0.562569867
1333300,45883772,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",All of the time,264664,169483,0.640370432,99713,75968,0.761866557,5389,3389,0.628873631,2220,1695,0.763513514,-0.0114968,0.001646956,-0.024524154,0.001530552,-0.016225625,0.019519539,0.08426292
1333102,903096,"In the past month, have recommendations for socially distancing caused stress for you?",PMI: Skip,264664,2765,0.010447209,99713,2628,0.026355641,5389,63,0.011690481,2220,62,0.027927928,0.001243272,0.001572287,-0.001652586,0.00413913,-0.005353395,0.008497969,0.412212626
1332767,903096,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",PMI: Skip,117622,928,0.007889681,69144,906,0.013103089,2340,22,0.009401709,1448,21,0.014502762,0.001512029,0.001399673,-0.002430666,0.005454722,-0.004816066,0.007615412,0.484342312
1333235,1333228,Which of the following symptoms did you have? (select all that apply).,Unusual abdominal pain or stomach ache,59282,1450,0.024459364,9120,1319,0.144627193,5902,125,0.021179261,788,115,0.145939086,-0.003280102,0.001311893,-0.007158153,0.000597947,-0.024373239,0.026997025,0.128366941
1332748,903096,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",PMI: Skip,264664,1699,0.00641946,99713,1644,0.016487319,5389,40,0.007422527,2220,39,0.017567568,0.001003067,0.001080249,-0.001308713,0.003314847,-0.004441468,0.006601966,0.409181711
1333311,903096,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",PMI: Skip,117622,1172,0.009964122,69144,1120,0.016198079,2340,26,0.011111111,1448,25,0.017265193,0.001146989,0.001067114,-0.003137874,0.005431852,-0.005707698,0.007841926,0.654473032
1332833,45883711,What is your current marital status?,Widowed,117622,6471,0.055015218,69144,3760,0.054379266,2340,127,0.054273504,1448,80,0.055248619,-0.000741714,0.000869352,-0.010013192,0.008529764,-0.011018891,0.012757597,0.912370587
1310140,903096,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",PMI: Skip,147042,897,0.006100298,78282,849,0.010845405,3049,21,0.006887504,1727,20,0.011580776,0.000787206,0.000735371,-0.002175268,0.00374968,-0.004362458,0.0058332,0.663936697
1333298,903096,"In your day-to-day life, how often did this happen to you during the past month? You are called names or insulted.",PMI: Skip,117622,1098,0.009334988,69144,1052,0.015214625,2340,26,0.011111111,1448,23,0.015883978,0.001776123,0.000669353,-0.002506388,0.006058634,-0.005834672,0.007173378,0.438514903
1333325,903096,"In the past month, have you been sick for more than one day with a new illness related to COVID-19 or flu-like symptoms?",PMI: Skip,264664,1633,0.006170087,99713,1564,0.015685016,5389,36,0.006680275,2220,36,0.016216216,0.000510187,0.0005312,-0.00168506,0.002705436,-0.004779175,0.005841575,0.700009368
1332763,903096,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",PMI: Skip,270360,1392,0.005148691,99713,1348,0.013518799,5630,31,0.005506217,2220,31,0.013963964,0.000357526,0.000445165,-0.001594164,0.002309216,-0.004488335,0.005378665,0.78199543
1333300,903096,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",PMI: Skip,264664,1488,0.005622223,99713,1438,0.014421389,5389,33,0.006123585,2220,33,0.014864865,0.000501362,0.000443475,-0.001600901,0.002603625,-0.004644469,0.005531421,0.692888998
1332848,1333028,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Describes me,117622,60722,0.516246961,69144,42189,0.610161402,2340,1219,0.520940171,1448,884,0.610497238,0.00469321,0.000335835,-0.015748136,0.025134556,-0.025042481,0.025714153,0.667955086
1332762,1332864,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",A few days (1-2 days),244819,2788,0.011388005,96397,2188,0.022697802,4939,63,0.012755619,2133,49,0.022972339,0.001367614,0.000274538,-0.001790103,0.004525331,-0.006152433,0.006701507,0.407596341
1333299,903096,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",PMI: Skip,117622,959,0.008153237,69144,937,0.013551429,2340,20,0.008547009,1448,20,0.013812155,0.000393772,0.000260726,-0.003371248,0.004158792,-0.005812115,0.006333567,0.925410407
1310060,45883772,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",All of the time,11687,4253,0.363908616,9569,3776,0.394607587,374,138,0.368983957,309,122,0.394822006,0.005075341,0.000214419,-0.044599578,0.05475026,-0.055160237,0.055589075,0.88375176
1310067,1310045,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people. What was the purpose of the large gathering?","Community events (concerts, sporting events, etc.)",5572,848,0.152189519,4106,802,0.195323916,183,28,0.153005464,133,26,0.195488722,0.000815945,0.000164806,-0.052187394,0.053819284,-0.068315719,0.068645331,1
1332750,45885256,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Very much,117622,49181,0.418127561,69144,34470,0.498524818,2340,1001,0.427777778,1448,722,0.498618785,0.009650217,9.40E-05,-0.010593184,0.029893618,-0.025927552,0.026115486,0.359715254
1333156,903096,Do you think you have had COVID-19?,PMI: Skip,264664,1027,0.003880392,99713,994,0.00996861,5389,22,0.00408239,2220,22,0.00990991,0.000201998,-5.87E-05,-0.001516806,0.001920802,-0.004225024,0.004107624,0.900213168
1333119,903096,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",PMI: Skip,264664,1579,0.005966055,99713,1536,0.01540421,5389,35,0.006494711,2220,34,0.015315315,0.000528656,-8.89E-05,-0.001635982,0.002693294,-0.005254149,0.005076359,0.682399013
1333120,903096,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,PMI: Skip,117622,1128,0.009590043,69144,1075,0.015547264,2340,22,0.009401709,1448,22,0.01519337,-0.000188333,-0.000353894,-0.004137941,0.003761273,-0.006721394,0.006013606,1
1332767,45881677,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,117622,8502,0.072282396,69144,6139,0.088785723,2340,182,0.077777778,1448,128,0.08839779,0.005495382,-0.000387932,-0.005456463,0.016447227,-0.015162179,0.014386313,0.329304728
1332750,45876949,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A little,117622,14348,0.121983983,69144,11261,0.162863011,2340,295,0.126068376,1448,235,0.162292818,0.004084393,-0.000570193,-0.009493783,0.017662569,-0.019760092,0.018619706,0.571567771
1333120,45882528,Choose the answer that is true for you in the past month. I am unhappy being so withdrawn.,Sometimes,117622,25377,0.215750455,69144,19781,0.286084114,2340,519,0.221794872,1448,413,0.285220994,0.006044417,-0.00086312,-0.010951988,0.023040822,-0.024362101,0.022635861,0.497555136
1333104,1333237,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Using prescription drugs (like valium, etc)",918790,5804,0.006317004,99713,4221,0.042331491,17874,123,0.006881504,2220,92,0.041441441,0.0005645,-0.00089005,-0.000658215,0.001787215,-0.009274545,0.007494445,0.370779057
1333105,903096,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",PMI: Skip,244819,4519,0.018458535,96397,3929,0.04075853,4939,93,0.018829723,2133,85,0.039849977,0.000371188,-0.000908553,-0.003456855,0.004199231,-0.009302985,0.007485879,0.889874308
1310133,36311267,"If you know it, what is your blood group?",Group AB,147042,6082,0.041362332,78282,3436,0.043892593,3049,105,0.03443752,1727,74,0.042848871,-0.006924811,-0.001043723,-0.013476897,-0.000372727,-0.010702212,0.008614768,0.063208129
1333299,45880857,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","No, never",117622,111147,0.944950775,69144,65745,0.950841722,2340,2208,0.943589744,1448,1375,0.949585635,-0.001361031,-0.001256086,-0.010799295,0.008077233,-0.012640307,0.010128133,0.810318958
1333303,45884554,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Moderately,117622,28470,0.242046556,69144,23540,0.340448918,2340,579,0.247435897,1448,491,0.339088398,0.005389342,-0.00136052,-0.012265274,0.023043956,-0.025998275,0.023277235,0.563105006
1310133,36309587,"If you know it, what is your blood group?",Group B,147042,14776,0.100488296,78282,8271,0.105656473,3049,312,0.102328632,1727,180,0.104226983,0.001840336,-0.00142949,-0.009026743,0.012707415,-0.016000383,0.013141403,0.761075612
1332762,903096,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",PMI: Skip,244819,1744,0.00712363,96397,1690,0.017531666,4939,39,0.007896335,2133,34,0.015939991,0.000772705,-0.001591675,-0.001718098,0.003263508,-0.00697091,0.00378756,0.580088336
1332738,45881677,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",Every day,244819,1564,0.006388393,96397,1303,0.013517018,4939,33,0.006681514,2133,25,0.011720581,0.000293121,-0.001796437,-0.002000703,0.002586945,-0.006421622,0.002828748,0.868375935
1332866,45881667,"In the past 7 days, other things kept making me think about COVID-19.",A little bit,117622,38706,0.329071092,69144,29790,0.430839986,2340,783,0.334615385,1448,621,0.428867403,0.005544292,-0.001972583,-0.013761675,0.024850261,-0.027729823,0.023784657,0.587179645
1332748,45881677,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",Every day,264664,47196,0.178324215,99713,30588,0.306760402,5389,910,0.168862498,2220,675,0.304054054,-0.009461717,-0.002706348,-0.019569705,0.000646271,-0.022054514,0.016641818,0.075220629
1332752,45882429,How often did you use prescription sedatives or prescription sleeping pills?,1-3 times per month,9192,1385,0.1506745,6487,1176,0.181285648,199,33,0.165829146,140,25,0.178571429,0.015154646,-0.00271422,-0.037035147,0.067344439,-0.066844897,0.061416459,0.623663911
1310056,45879198,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",Some of the time,36783,1620,0.044042085,27380,1396,0.050986121,763,36,0.047182176,602,29,0.048172757,0.003140091,-0.002813364,-0.012049907,0.018330089,-0.020115925,0.014489197,0.74212077
1332738,1332864,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",A few days (1-2 days),244819,58152,0.237530584,96397,38099,0.395230142,4939,1258,0.254707431,2133,837,0.392405063,0.017176847,-0.002825079,0.004909446,0.029444248,-0.023775432,0.018125274,0.005268926
1332735,45881677,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",Every day,244819,2589,0.01057516,96397,2317,0.024036018,4939,56,0.011338328,2133,45,0.021097046,0.000763168,-0.002938971,-0.002217255,0.003743591,-0.009113783,0.003235839,0.653754655
1333300,45882528,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Sometimes,264664,8675,0.032777408,99713,6367,0.063853259,5389,200,0.037112637,2220,135,0.060810811,0.004335229,-0.003042448,-0.000757261,0.009427719,-0.0130988,0.007013904,0.083879265
1332738,1333306,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",Most days (3-4 days),244819,6157,0.025149192,96397,5025,0.052128178,4939,122,0.024701357,2133,104,0.048757618,-0.000447835,-0.00337056,-0.004820747,0.003925077,-0.012617093,0.005875973,0.87828805
1332735,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",PMI: Skip,244819,2693,0.010999963,96397,2600,0.026971794,4939,51,0.010325977,2133,50,0.023441163,-0.000673986,-0.003530631,-0.003523392,0.00217542,-0.010032397,0.002971135,0.703243197
1332749,1333072,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely happy,117622,3572,0.030368468,69144,2921,0.04224517,2340,69,0.029487179,1448,55,0.037983425,-0.000881289,-0.004261744,-0.007805297,0.006042719,-0.014221071,0.005697581,0.853057172
1332738,903096,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",PMI: Skip,244819,2359,0.00963569,96397,2285,0.023704057,4939,43,0.008706216,2133,41,0.019221753,-0.000929474,-0.004482304,-0.003549075,0.001690127,-0.010387769,0.001423161,0.555841011
1310136,1310114,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","No, at care, school or college full time",26018,4856,0.186640018,16011,3568,0.222846793,730,133,0.182191781,468,102,0.217948718,-0.004448238,-0.004898075,-0.03284685,0.023950376,-0.042853619,0.033057469,0.797848865
1333011,45883381,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,117622,2360,0.020064274,69144,1918,0.027739211,2340,36,0.015384615,1448,33,0.022790055,-0.004679658,-0.004949156,-0.009730374,0.000371056,-0.012732545,0.002834233,0.126626189
1333292,45883172,"In the past 7 days, I felt watchful or on-guard.",Not at all,117622,15647,0.133027835,69144,12142,0.175604535,2340,302,0.129059829,1448,247,0.17058011,-0.003968006,-0.005024425,-0.017690017,0.009754005,-0.024604715,0.014555865,0.596764595
1332832,45878245,Did your use include smoking prescription opioids?,No,4060,4033,0.993349754,2983,2966,0.994301039,120,118,0.983333333,93,92,0.989247312,-0.01001642,-0.005053727,-0.033057561,0.013024719,-0.026188344,0.01608089,0.45636809
1310052,45879199,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",Most of the time,48283,6500,0.134622952,31451,5359,0.170392038,1285,173,0.13463035,871,144,0.16532721,7.40E-06,-0.005064828,-0.018901759,0.018916555,-0.030082323,0.019952667,1
1332739,1332784,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me very well,117622,21353,0.181539168,69144,15780,0.228219368,2340,413,0.176495726,1448,322,0.222375691,-0.005043441,-0.005843678,-0.020646585,0.010559701,-0.027489572,0.015802218,0.548662477
903631,903096,How much time did you usually spend doing vigorous physical activities on one of those days (minutes per day)?,PMI: Skip,50463,14381,0.284981075,34440,13273,0.38539489,807,242,0.299876084,585,222,0.379487179,0.014895009,-0.00590771,-0.01696267,0.046752688,-0.045564997,0.033749575,0.373229106
1332750,45883172,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,Not at all,117622,3346,0.028447059,69144,2653,0.038369201,2340,56,0.023931624,1448,47,0.032458564,-0.004515435,-0.005910637,-0.010780397,0.001749527,-0.015149984,0.00332871,0.214946606
1333301,1332864,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",A few days (1-2 days),264664,44967,0.169902216,99713,30328,0.304152919,5389,963,0.178697346,2220,662,0.298198198,0.008795131,-0.005954721,-0.001532782,0.019123042,-0.025197437,0.013287995,0.092380572
1310056,45879199,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",Most of the time,36783,3386,0.092053394,27380,3080,0.112490869,763,69,0.090432503,602,64,0.106312292,-0.001620891,-0.006178577,-0.02218429,0.018942508,-0.031084024,0.01872687,0.928252041
1333104,1332785,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Smoking more cigarettes or vaping more,918790,6994,0.007612186,99713,4177,0.041890225,17874,132,0.007385029,2220,79,0.035585586,-0.000227157,-0.006304639,-0.00149485,0.001040536,-0.014110522,0.001501244,0.762114709
1333102,45876385,"In the past month, have recommendations for socially distancing caused stress for you?",Somewhat,264664,64784,0.244778285,99713,40655,0.407720157,5389,1345,0.249582483,2220,891,0.401351351,0.004804198,-0.006368805,-0.00686587,0.016474266,-0.026985804,0.014248192,0.426074521
1332762,1333148,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",None of the days (0 days),244819,239666,0.978951797,96397,95315,0.988775584,4939,4813,0.974488763,2133,2095,0.982184716,-0.004463034,-0.006590868,-0.008896911,-2.92E-05,-0.012243778,-0.000937958,0.03494842
1333221,45876662,Choose the answer that is true for you in the past month. I am an outgoing person.,Never,117622,5248,0.044617504,69144,3945,0.057054842,2340,93,0.03974359,1448,73,0.050414365,-0.004873914,-0.006640477,-0.012876671,0.003128843,-0.018041906,0.004760952,0.279567795
1332848,1332777,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me,117622,3922,0.033344102,69144,3326,0.048102511,2340,66,0.028205128,1448,60,0.041436464,-0.005138974,-0.006666047,-0.011924962,0.001647014,-0.017054375,0.003722281,0.188562811
1332849,9448,How long has it been since you last smoked?,year,19779,17925,0.90626422,13960,12627,0.904512894,456,409,0.896929825,332,298,0.897590361,-0.009334395,-0.006922533,-0.037535338,0.018866548,-0.039897733,0.026052667,0.552318108
1310136,1310129,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","Yes, at home full time",26018,12393,0.476324083,16011,8498,0.530760102,730,329,0.450684932,468,245,0.523504274,-0.025639152,-0.007255829,-0.062239686,0.010961384,-0.053160961,0.038649305,0.183359667
1333291,1333123,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,362991,16948,0.046689863,99713,9496,0.09523332,7673,309,0.04027108,2220,195,0.087837838,-0.006418782,-0.007395482,-0.010870825,-0.001966741,-0.019310269,0.004519305,0.008961219
1333235,1332779,Which of the following symptoms did you have? (select all that apply).,Runny or stuffy nose,59282,5224,0.088121183,9120,4630,0.507675439,5902,440,0.074551,788,394,0.5,-0.013570184,-0.007675439,-0.020649229,-0.006491137,-0.04406246,0.028711582,0.000455989
1333295,45884554,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Moderately,117622,16146,0.137270239,69144,13826,0.199959505,2340,328,0.14017094,1448,278,0.19198895,0.002900702,-0.007970555,-0.011302267,0.017103669,-0.028475102,0.012533992,0.708889436
1310051,45883772,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",All of the time,41068,11699,0.284868998,30426,10243,0.336652863,916,262,0.286026201,700,230,0.328571429,0.001157203,-0.008081434,-0.028431301,0.030745707,-0.043279029,0.027116161,0.968303501
1333104,1333009,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Over exercise,918790,3313,0.003605829,99713,2490,0.024971669,17874,47,0.002629518,2220,37,0.016666667,-0.000976312,-0.008305002,-0.001737014,-0.000215608,-0.013717685,-0.002892319,0.035803617
1333017,903096,"In the past month, have you used any of the following drugs? Select all that apply.",PMI: Skip,123878,7173,0.057903744,69144,6271,0.090694782,2468,130,0.05267423,1448,119,0.08218232,-0.005229514,-0.008512461,-0.014137981,0.003678953,-0.022819413,0.005794489,0.28970521
1333104,1333143,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,918790,46853,0.050994242,99713,28254,0.283353224,17874,1009,0.056450711,2220,609,0.274324324,0.005456468,-0.009028899,0.002043292,0.008869646,-0.027798344,0.009740544,0.001098549
1332835,45877172,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a lot,117622,6621,0.05629049,69144,5259,0.07605866,2340,125,0.053418803,1448,97,0.06698895,-0.002871686,-0.00906971,-0.012077408,0.006334034,-0.022097252,0.003957832,0.581105421
1332801,1332791,Do you think you have used more or less cannabis in the past month than you used to?,The same as usual,11770,5363,0.455649958,8045,4035,0.50155376,183,86,0.469945355,132,65,0.492424242,0.014295398,-0.009129518,-0.058573565,0.087164359,-0.095113197,0.076854161,0.756169921
1333011,45880857,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?","No, never",117622,89952,0.764754893,69144,55187,0.798145898,2340,1757,0.750854701,1448,1142,0.788674033,-0.013900192,-0.009471865,-0.03159149,0.003791106,-0.0307112,0.01176747,0.122462168
1310052,45879198,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",Some of the time,48283,2362,0.04891991,31451,1930,0.061365298,1285,51,0.039688716,871,45,0.051664753,-0.009231194,-0.009700545,-0.020077422,0.001615034,-0.024637917,0.005236827,0.146514464
1333301,1333148,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",None of the days (0 days),264664,125284,0.473370009,99713,64737,0.6492333,5389,2482,0.460567823,2220,1419,0.639189189,-0.012802185,-0.01004411,-0.026245336,0.000640964,-0.030239312,0.01015109,0.064359815
1333119,1333003,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",A lot less than normal,264664,183086,0.691767675,99713,81359,0.815931724,5389,3675,0.681944702,2220,1789,0.805855856,-0.009822973,-0.010075868,-0.022381064,0.002735118,-0.026704422,0.006552686,0.125818922
1310139,45879534,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",About the same,18425,6478,0.351587517,12021,4702,0.391148823,519,182,0.350674374,357,136,0.380952381,-0.000913143,-0.010196442,-0.042541273,0.040714987,-0.061320816,0.040927932,1
1333299,1333137,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","Not currently, but in the past",117622,3106,0.026406625,69144,2480,0.035867176,2340,44,0.018803419,1448,37,0.025552486,-0.007603206,-0.01031469,-0.013182438,-0.002023974,-0.018559584,-0.002069796,0.026946654
1332741,1332784,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me very well,117622,15644,0.133002329,69144,11951,0.172842184,2340,293,0.125213675,1448,235,0.162292818,-0.007788654,-0.010549367,-0.021337987,0.005760679,-0.029748858,0.008650126,0.285333814
1333235,45883730,Which of the following symptoms did you have? (select all that apply).,Headache,59282,5377,0.090702068,9120,4730,0.518640351,5902,444,0.075228736,788,400,0.507614213,-0.015473332,-0.011026138,-0.022588476,-0.008358188,-0.047407605,0.025355329,7.77E-05
1332866,45884456,"In the past 7 days, other things kept making me think about COVID-19.",Quite a bit,117622,23149,0.19680842,69144,19101,0.276249566,2340,452,0.193162393,1448,383,0.264502762,-0.003646027,-0.011746804,-0.019801978,0.012509924,-0.034707942,0.011214334,0.679563587
1332744,45878245,Are you currently on chemotherapy or immunotherapy?,No,117622,111730,0.94990733,69144,66266,0.958376721,2340,2190,0.935897436,1448,1370,0.946132597,-0.014009894,-0.012244124,-0.024012004,-0.004007784,-0.023966976,-0.000521272,0.002521774
713888,903096,When did your COVID-19 symptoms begin?,PMI: Skip,24948,947,0.037958955,16701,847,0.050715526,1827,48,0.026272578,1241,47,0.037872683,-0.011686377,-0.012842843,-0.019394329,-0.003978425,-0.023972393,-0.001713293,0.01295562
1332807,1332791,Do you think you have used more or less prescription stimulants in the past month than you used to?,The same as usual,3076,2319,0.75390117,2110,1622,0.768720379,72,50,0.694444444,49,37,0.755102041,-0.059456726,-0.013618338,-0.166941032,0.04802758,-0.135360316,0.10812364,0.308909431
1310060,45879199,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Most of the time,11687,1470,0.125780782,9569,1371,0.143275159,374,40,0.106951872,309,40,0.129449838,-0.01882891,-0.013825321,-0.050722261,0.013064441,-0.051907603,0.024256961,0.31550538
1310051,45879199,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Most of the time,41068,6996,0.170351612,30426,6342,0.20844015,916,150,0.163755459,700,136,0.194285714,-0.006596153,-0.014154436,-0.03083472,0.017642414,-0.043817284,0.015508412,0.630563353
1310052,45883772,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",All of the time,48283,26708,0.553155355,31451,19194,0.610282662,1285,683,0.53151751,871,519,0.59586682,-0.021637845,-0.014415842,-0.049279507,0.006003817,-0.047447892,0.018616208,0.130743195
1333102,45883172,"In the past month, have recommendations for socially distancing caused stress for you?",Not at all,264664,80161,0.302878367,99713,42809,0.429322155,5389,1604,0.297643348,2220,921,0.414864865,-0.005235019,-0.01445729,-0.017567242,0.007097204,-0.035181521,0.006266941,0.416182659
1310060,45879198,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Some of the time,11687,1235,0.10567297,9569,1130,0.118089665,374,34,0.090909091,309,32,0.103559871,-0.014763879,-0.014529794,-0.044427491,0.014899733,-0.049111977,0.020052389,0.406310269
1332749,37079442,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very happy,117622,28686,0.243882947,69144,20590,0.297784334,2340,549,0.234615385,1448,410,0.283149171,-0.009267562,-0.014635163,-0.026611584,0.00807646,-0.038089378,0.008819052,0.312646838
1333011,45881677,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,117622,4653,0.039558926,69144,3172,0.045875275,2340,68,0.029059829,1448,45,0.031077348,-0.010499097,-0.014797927,-0.017395514,-0.00360268,-0.023870741,-0.005725113,0.011316448
1333019,1332791,Do you think you have used more or less prescription opioids in the past month than you used to?,The same as usual,4060,2401,0.59137931,2983,1777,0.595709018,120,70,0.583333333,93,54,0.580645161,-0.008045977,-0.015063856,-0.097541089,0.081449135,-0.116887295,0.086759581,0.934260561
1332755,45876837,How often did you use prescription stimulants?,Daily,3076,2250,0.731469441,2110,1539,0.729383886,72,50,0.694444444,49,35,0.714285714,-0.037024996,-0.015098172,-0.144572536,0.070522542,-0.142999568,0.112803224,0.571631958
1333292,45884456,"In the past 7 days, I felt watchful or on-guard.",Quite a bit,117622,26015,0.22117461,69144,20830,0.301255351,2340,500,0.213675214,1448,414,0.285911602,-0.007499397,-0.015343749,-0.024275944,0.009277152,-0.038866837,0.008179339,0.400598891
1333291,1333170,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.","None of the above (if selected, no other response options are available",362991,87556,0.241207082,99713,43033,0.431568602,7673,1708,0.222598723,2220,924,0.416216216,-0.018608359,-0.015352386,-0.028019684,-0.009197034,-0.036086434,0.005381662,0.000170591
1333300,1333232,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Most of the time; I try my best,264664,82835,0.312981743,99713,45135,0.452649103,5389,1711,0.317498608,2220,970,0.436936937,0.004516865,-0.015712166,-0.008036506,0.017070236,-0.036575051,0.005150719,0.488305583
