observation_concept_id,value_as_concept_id.x,value_as_concept_id.y,Response_count,concept_name.x,concept_name.y,concept_name
1310052,45879198,903096,104,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home. How often did you wear a face mask or face covering?",Some of the time,PMI: Skip
1332741,1333125,1333028,104,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Does not describe me at all,Describes me
1332750,45876949,45876636,104,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A little,Don't know
1332767,45883381,1333137,104,"In the past month: Did someone in your home smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,"Not currently, but in the past"
1332826,1332791,1332798,104,Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?,The same as usual,Less often than usual
1332866,45881667,45879397,104,"In the past 7 days, other things kept making me think about COVID-19.",A little bit,Extremely
1333291,1332772,1333242,104,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,Worked remotely or from home more than you used to before COVID-19
1333295,45884554,45879397,104,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Moderately,Extremely
1333104,1333199,1333142,103,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,"Increasing watching, reading, or listening to news stories, including social media"
1333221,45884455,45876672,102,Choose the answer that is true for you in the past month. I am an outgoing person.,Often,Rarely
1333295,45883172,903096,102,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Not at all,PMI: Skip
1310136,713887,1310129,101,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","Yes, but not at home","Yes, at home full time"
1310136,1310129,713887,101,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","Yes, at home full time","Yes, but not at home"
1332734,1333306,1332864,101,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",Most days (3-4 days),A few days (1-2 days)
1332739,903096,1333028,101,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",PMI: Skip,Describes me
1332848,903096,1333028,101,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,PMI: Skip,Describes me
1333104,1332761,1333340,101,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,"Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs"
1333104,1333030,1332761,101,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Drinking alcohol,Delaying medical care for conditions other than COVID-19
1333291,1333138,903096,101,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,PMI: Skip
1333296,45884554,45879397,101,"In the past 7 days, I tried not to think about COVID-19.",Moderately,Extremely
1310133,903096,36309715,100,"If you know it, what is your blood group?",PMI: Skip,Group O
1332833,45881671,45883710,100,What is your current marital status?,Never married,Living with partner
1333293,1332782,45876662,100,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",At least once a week,Never
1333300,903096,1333232,100,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",PMI: Skip,Most of the time; I try my best
1310133,36309587,36308333,99,"If you know it, what is your blood group?",Group B,Group A
1310133,36309587,36309715,99,"If you know it, what is your blood group?",Group B,Group O
1333017,1333159,1333169,99,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)","Prescription opioids (for example, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc)"
1333105,903096,1332864,99,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",PMI: Skip,A few days (1-2 days)
1333293,45876662,1332782,99,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",Never,At least once a week
1333299,45880857,45883381,99,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.","No, never",Some days
1310136,713887,1310130,98,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","Yes, but not at home","Yes, at home part of the time"
1333291,1332772,1333134,98,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,Had serious financial problems
1333291,1333242,1333339,98,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked remotely or from home more than you used to before COVID-19,Was not able to work due to COVID-19 related illness
1332749,1333078,1332837,97,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Very unhappy,Extremely unhappy
1333291,1333134,1333150,97,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had serious financial problems,Income or pay has been reduced
1332749,1332837,1333079,96,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely unhappy,Moderately unhappy
1333105,1332864,903096,96,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",A few days (1-2 days),PMI: Skip
1333295,45879397,45884554,96,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Extremely,Moderately
1333301,45881677,903096,96,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Every day,PMI: Skip
1333011,45883381,45880857,95,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,"No, never"
1333296,45879397,45881667,95,"In the past 7 days, I tried not to think about COVID-19.",Extremely,A little bit
1333328,45876662,45883856,95,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",Never,Almost every day
1332741,45879460,903096,94,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Neutral,PMI: Skip
1333294,1333141,1333223,94,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have enough money to pay for medications,Not enough money to pay rent
1310051,45876662,45879199,93,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",Never,Most of the time
1310139,1310112,45879534,93,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",Much more,About the same
1332826,1332798,1332791,93,Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?,Less often than usual,The same as usual
1310133,1310090,36311267,92,"If you know it, what is your blood group?",I don't know my blood group for certain,Group AB
1333017,1333169,1333159,92,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription opioids (for example, fentanyl, oxycodone [OxyContin, Percocet], hydrocodone [Vicodin], methadone, buprenorphine, etc)","Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)"
1333104,903096,1333130,92,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,"Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1310060,45883772,903096,91,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",All of the time,PMI: Skip
1333104,1333340,1333122,91,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Engaging in healthy behaviors like trying to eat healthy, well-balanced meals, exercising regularly, getting plenty of sleep, or avoiding alcohol and drugs",Using cannabis or marijuana
1333291,1333029,1333134,91,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Had serious financial problems
1333295,45879397,45881667,91,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",Extremely,A little bit
1310139,45879534,1310112,90,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",About the same,Much more
1333013,45882429,1333307,90,How often did you use cannabis?,1-3 times per month,1-5 times per week
1333104,1333149,1332789,90,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating less food than usual,Making time to relax
1333104,1333170,1333130,90,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available","Connecting with others, including talking with people you trust about your concerns and how you are feeling"
1333291,1333136,1333123,90,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,Worked with children at home with me
1332739,1333028,903096,89,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Describes me,PMI: Skip
1332739,1333125,45879460,89,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Does not describe me at all,Neutral
1332769,45878142,903096,89,Who do you know who has died? Check all that apply.,Other,PMI: Skip
1333017,903096,1333159,89,"In the past month, have you used any of the following drugs? Select all that apply.",PMI: Skip,"Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)"
1333221,45882528,903096,89,Choose the answer that is true for you in the past month. I am an outgoing person.,Sometimes,PMI: Skip
1310132,45877240,45879592,88,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very unlikely,Likely
1332749,1333072,1333116,88,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely happy,Moderately happy
1332833,45883710,45881671,88,What is your current marital status?,Living with partner,Never married
1333121,903096,45879886,88,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",PMI: Skip,Several days
1333291,1333029,903096,88,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,PMI: Skip
1333291,1333150,1333123,88,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Income or pay has been reduced,Worked with children at home with me
1332833,45883710,45883375,87,What is your current marital status?,Living with partner,Divorced
1333121,45879886,903096,87,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Several days,PMI: Skip
1333291,1333242,1332772,87,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked remotely or from home more than you used to before COVID-19,Not paid at all
1332738,1332864,45881677,86,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",A few days (1-2 days),Every day
1332749,903096,1333116,86,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",PMI: Skip,Moderately happy
1332750,45882006,45883172,86,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,A moderate amount,Not at all
1332849,9580,9448,86,How long has it been since you last smoked?,month,year
1333024,1333028,903096,86,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Describes me,PMI: Skip
1333121,903096,45883172,86,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",PMI: Skip,Not at all
1333291,1332772,1333150,86,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,Income or pay has been reduced
1333291,1333242,1333134,86,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked remotely or from home more than you used to before COVID-19,Had serious financial problems
1333293,1332783,1332782,86,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",A few times a month,At least once a week
1333296,45879397,45883172,86,"In the past 7 days, I tried not to think about COVID-19.",Extremely,Not at all
1333104,1333149,1333142,85,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating less food than usual,"Increasing watching, reading, or listening to news stories, including social media"
1333291,1333123,1333150,85,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,Income or pay has been reduced
1333296,903096,45883172,85,"In the past 7 days, I tried not to think about COVID-19.",PMI: Skip,Not at all
1310056,45879198,45879199,84,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",Some of the time,Most of the time
1332739,45879460,1333125,84,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Neutral,Does not describe me at all
1332741,1333028,903096,84,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,Describes me,PMI: Skip
1332749,1333116,903096,84,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately happy,PMI: Skip
1332866,903096,45881667,84,"In the past 7 days, other things kept making me think about COVID-19.",PMI: Skip,A little bit
1332866,45879397,45883172,84,"In the past 7 days, other things kept making me think about COVID-19.",Extremely,Not at all
1333291,1333123,1332771,84,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,Worked reduced hours
1310132,45880190,45877240,83,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very likely,Very unlikely
1310133,36309715,36309587,83,"If you know it, what is your blood group?",Group O,Group B
1332741,903096,1333028,83,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,PMI: Skip,Describes me
1332748,1332864,903096,83,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",A few days (1-2 days),PMI: Skip
1333291,1332771,1333123,83,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,Worked with children at home with me
1333294,1333145,1333223,83,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Not enough money to pay for gas,Not enough money to pay rent
1333296,45881667,45879397,83,"In the past 7 days, I tried not to think about COVID-19.",A little bit,Extremely
1310056,45879198,45883772,82,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",Some of the time,All of the time
1332848,1333125,45879460,82,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me at all,Neutral
1310060,45879199,45883772,81,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 but LESS than 50 people. How often did you wear a face mask or face covering?",Most of the time,All of the time
1332752,1332727,45882429,81,How often did you use prescription sedatives or prescription sleeping pills?,Only a few times,1-3 times per month
1333017,1333155,45878582,81,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription stimulants (for example, Ritalin, Concerta, Dexedrine, Adderall, Focalin, Didrex, etc)",None
1333121,45882010,45883172,81,"In the past 2 weeks, how often have you been bothered by the following problem? Becoming easily annoyed or irritable.",Nearly every day,Not at all
1333221,903096,45882528,81,Choose the answer that is true for you in the past month. I am an outgoing person.,PMI: Skip,Sometimes
1333296,45883172,903096,81,"In the past 7 days, I tried not to think about COVID-19.",Not at all,PMI: Skip
1333296,45883172,45879397,81,"In the past 7 days, I tried not to think about COVID-19.",Not at all,Extremely
1310136,1310130,713887,80,"In the past month, did you have a child(ren) enrolled in childcare centers, schools, or colleges that are learning remotely because of COVID-19?","Yes, at home part of the time","Yes, but not at home"
1332749,1333079,45876636,80,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,Don't know
1332848,45879460,1333125,80,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Neutral,Does not describe me at all
1333104,903096,1333144,80,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,Eating more food than usual
1333221,903096,45884455,80,Choose the answer that is true for you in the past month. I am an outgoing person.,PMI: Skip,Often
1333291,1333134,1333242,80,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had serious financial problems,Worked remotely or from home more than you used to before COVID-19
1333291,1333136,1333242,80,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,Worked remotely or from home more than you used to before COVID-19
1332848,1332777,1333125,79,Please select the response that best reflects your behavior in the past month. I believe I can grow in positive ways by dealing with difficult situations.,Does not describe me,Does not describe me at all
1333024,903096,1333028,79,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,PMI: Skip,Describes me
1333024,903096,45879460,79,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,PMI: Skip,Neutral
1333104,1333199,1333144,79,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,Eating more food than usual
1333291,1332771,1333134,79,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,Had serious financial problems
1333291,1333242,1333136,79,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked remotely or from home more than you used to before COVID-19,Had difficulty arranging for childcare
1333300,45883772,45876672,79,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",All of the time,Rarely
1332750,903096,45885256,78,Choose the answer that best describes how you felt in the past month. To what extent do you feel your life to be meaningful?,PMI: Skip,Very much
1332752,45882429,1332727,78,How often did you use prescription sedatives or prescription sleeping pills?,1-3 times per month,Only a few times
1332833,45883375,45883710,78,What is your current marital status?,Divorced,Living with partner
1333104,903096,1333226,78,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,"Taking care of your body, such as taking deep breaths, stretching, or meditating"
1333104,1332789,1333122,78,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,Using cannabis or marijuana
1333303,45879397,45883172,78,"In the past 7 days, I thought about COVID-19 when I didn't mean to.",Extremely,Not at all
1332741,903096,45879460,77,Please select the response that best reflects your behavior in the past month. I actively look for ways to replace the losses I encounter in life.,PMI: Skip,Neutral
1332752,45876837,1333307,77,How often did you use prescription sedatives or prescription sleeping pills?,Daily,1-5 times per week
1332769,903096,45878142,77,Who do you know who has died? Check all that apply.,PMI: Skip,Other
1332769,1332766,903096,77,Who do you know who has died? Check all that apply.,Friend,PMI: Skip
1333104,1333199,1333143,77,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,Eating high fat or sugary foods
1333300,45876672,45883772,77,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Rarely,All of the time
1332749,1332837,1333116,76,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Extremely unhappy,Moderately happy
1332752,1333307,45876837,76,How often did you use prescription sedatives or prescription sleeping pills?,1-5 times per week,Daily
1332824,45878245,45877994,76,Did you use prescription sedatives or prescription sleeping pills in any way a doctor did not direct you to use it?,No,Yes
1332835,903096,45880775,76,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",PMI: Skip,Neither agree nor disagree
1333221,45884455,903096,76,Choose the answer that is true for you in the past month. I am an outgoing person.,Often,PMI: Skip
1333299,45883381,45880857,76,"In the past month: Did you use any type of electronic nicotine product? This includes e- cigarettes, vape pens, hookah pens, personal vaporizers and mods, e-cigars, e-pipes, and e-hookahs.",Some days,"No, never"
1310056,45883772,45879198,75,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun."" How often did you wear a face mask or face covering?",All of the time,Some of the time
1310133,36308333,36309587,75,"If you know it, what is your blood group?",Group A,Group B
1310142,45876636,702690,75,Do you plan to get the flu vaccine this season?,Don't know,"No, I received it more than a month ago"
1310139,1310111,45879534,74,"Compared with when they were in in person school or a childcare center, how much time are you spending on helping your children with learning activities provided by their schools or childcare center?",Much less,About the same
1332738,45881677,1333306,74,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",Every day,Most days (3-4 days)
1333011,45883381,45881677,74,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Some days,Every day
1333104,1332789,1333149,74,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,Eating less food than usual
1333291,1333029,1333138,74,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Worked more hours than usual
1333291,1333134,1332771,74,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had serious financial problems,Worked reduced hours
1333292,45879397,45883172,74,"In the past 7 days, I felt watchful or on-guard.",Extremely,Not at all
1333295,45881667,903096,74,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",A little bit,PMI: Skip
1333297,903096,45877994,74,Do you personally know someone who has died of COVID-19?,PMI: Skip,Yes
1333311,45876662,45883856,74,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",Never,Almost every day
1310132,45880190,903096,73,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very likely,PMI: Skip
1332835,903096,45883275,73,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",PMI: Skip,Agree a lot
1333011,45881677,1333137,73,"In the past month: Did you smoke tobacco/nicotine (including cigarettes, cigar, cigarillos, pipes, hookah) every day, some days, or not at all?",Every day,"Not currently, but in the past"
1333104,903096,1332761,73,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,Delaying medical care for conditions other than COVID-19
1333104,1333030,1333170,73,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Drinking alcohol,"None of the above (if selected, no other response options are available"
1333291,1333339,1333242,73,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Was not able to work due to COVID-19 related illness,Worked remotely or from home more than you used to before COVID-19
1332734,45881677,1333148,72,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",Every day,None of the days (0 days)
1333104,1333170,903096,72,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available",PMI: Skip
1333291,1333138,1333029,72,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,I became unemployed
1333294,1333141,1333145,72,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have enough money to pay for medications,Not enough money to pay for gas
1333328,903096,1332783,72,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less courtesy than other people are.",PMI: Skip,A few times a month
1310133,36311267,1310090,71,"If you know it, what is your blood group?",Group AB,I don't know my blood group for certain
1333024,45879460,903096,71,Please select the response that best reflects your behavior in the past month. I look for creative ways to alter difficult situations.,Neutral,PMI: Skip
1333291,903096,1333123,71,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",PMI: Skip,Worked with children at home with me
1333291,1332771,1333339,71,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,Was not able to work due to COVID-19 related illness
1333291,1333150,1332772,71,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Income or pay has been reduced,Not paid at all
1333104,1332789,903096,70,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,PMI: Skip
1333104,1333170,1333226,70,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available","Taking care of your body, such as taking deep breaths, stretching, or meditating"
1333119,1332775,1333239,70,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",A lot more than normal,Somewhat less than normal
1333296,45881667,903096,70,"In the past 7 days, I tried not to think about COVID-19.",A little bit,PMI: Skip
1333301,903096,45881677,70,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",PMI: Skip,Every day
1310133,36309715,903096,69,"If you know it, what is your blood group?",Group O,PMI: Skip
1332748,45881677,903096,69,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",Every day,PMI: Skip
1332835,45877172,45883275,69,"Choose the answer that best describes how you felt in the past month. In uncertain times, I usually expect the best.",Disagree a lot,Agree a lot
1332847,1333126,903096,69,"In the past month, have the following behaviors increased in your household? Select all that apply.",Interpersonal conflict with family members or loved ones,PMI: Skip
1333017,1333159,1333155,69,"In the past month, have you used any of the following drugs? Select all that apply.","Prescription sedatives or prescription sleeping pills (for example, Valium, Ambien, Serepax, Ativan, Xanax, Libriu, etc)","Prescription stimulants (for example, Ritalin, Concerta, Dexedrine, Adderall, Focalin, Didrex, etc)"
1333104,1333122,1333133,69,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,"Taking breaks from watching, reading, or listening to news stories, including social media"
1333104,1333130,1333149,69,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling",Eating less food than usual
1333293,1332782,1332783,69,"In your day-to-day life, how often did this happen to you during the past month? You are threatened or harassed.",At least once a week,A few times a month
1333295,903096,45881667,69,"In the past 7 days, I was aware that I still had a lot of feelings about COVID-19, but I didn't deal with them.",PMI: Skip,A little bit
1332739,45879460,903096,68,"Please select the response that best reflects your behavior in the past month. Regardless of what happens to me, I believe I can control my reaction to it.",Neutral,PMI: Skip
1332847,1333240,903096,68,"In the past month, have the following behaviors increased in your household? Select all that apply.",Snapping at or yelling at family members,PMI: Skip
1333019,1332791,1332798,68,Do you think you have used more or less prescription opioids in the past month than you used to?,The same as usual,Less often than usual
1333019,1332798,1332791,68,Do you think you have used more or less prescription opioids in the past month than you used to?,Less often than usual,The same as usual
1333105,903096,1333306,68,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",PMI: Skip,Most days (3-4 days)
1333291,1333136,1333170,68,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,"None of the above (if selected, no other response options are available"
1333291,1333150,1333339,68,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Income or pay has been reduced,Was not able to work due to COVID-19 related illness
1333301,1333306,45876636,68,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Most days (3-4 days),Don't know
1310133,903096,36308333,67,"If you know it, what is your blood group?",PMI: Skip,Group A
1310142,45878245,45877994,67,Do you plan to get the flu vaccine this season?,No,Yes
1332735,45881677,1333306,67,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",Every day,Most days (3-4 days)
1332748,903096,45881677,67,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",PMI: Skip,Every day
1332749,1333079,1332837,67,"Choose the answer that best describes how you felt in the past month. In general, how happy are you?",Moderately unhappy,Extremely unhappy
1332824,45877994,45878245,67,Did you use prescription sedatives or prescription sleeping pills in any way a doctor did not direct you to use it?,Yes,No
1333291,1333029,1333339,67,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,Was not able to work due to COVID-19 related illness
1333291,1333170,1333123,67,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.","None of the above (if selected, no other response options are available",Worked with children at home with me
1310142,702690,45876636,66,Do you plan to get the flu vaccine this season?,"No, I received it more than a month ago",Don't know
1332866,45881667,903096,66,"In the past 7 days, other things kept making me think about COVID-19.",A little bit,PMI: Skip
1333104,1332761,1332789,66,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,Making time to relax
1333104,1333226,1333122,66,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating",Using cannabis or marijuana
1333291,1333138,1333339,66,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,Was not able to work due to COVID-19 related illness
1333311,1332783,903096,66,"In your day-to-day life, how often did this happen to you during the past month? You are treated with less respect than other people are.",A few times a month,PMI: Skip
