question_concept_id,responce_concpet_id,Question,Response removed due to invalid value,q_cnt_before,a_cnt_before,ev_prop_before,q_pt_before,a_pt_before,pt_prop_before,q_cnt_after,a_cnt_after,ev_prop_after,q_pt_after,a_pt_after,pt_prop_after,ev_after_to_before_prop_diff,pt_after_to_before_prop_diff,ev_lower_confidence_interval,ev_upper_confidence_interval,pt_lower_confidence_interval,pt_upper_confidence_interval
1333105,1333148,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",None of the days (0 days),887,553,0.623449831,552,372,0.673913043,4043,2073,0.512738066,1937,1149,0.593185338,-0.110711765,-0.080727705,-0.146124942,-0.075298588,-0.125537134,-0.035918276
1332824,45878245,Did you use prescription sedatives or prescription sleeping pills in any way a doctor did not direct you to use it?,No,73,71,0.97260274,52,51,0.980769231,126,108,0.857142857,90,81,0.9,-0.115459883,-0.080769231,-0.187121697,-0.043798069,-0.153121124,-0.008417338
1310133,36308333,"If you know it, what is your blood group?",Group A,112,38,0.339285714,83,30,0.361445783,2936,789,0.26873297,1689,440,0.260509177,-0.070552744,-0.100936606,-0.159692526,0.018587038,-0.206389479,0.004516267
1333325,45878245,"In the past month, have you been sick for more than one day with a new illness related to COVID-19 or flu-like symptoms?",No,903,870,0.96345515,556,539,0.96942446,4477,3559,0.794951977,2051,1780,0.867869332,-0.168503173,-0.101555128,-0.185522225,-0.151484121,-0.12203848,-0.081071776
903629,903096,How much time did you usually spend doing moderate physical activities on one of those those days (minutes per day)?,PMI: Skip,426,142,0.333333333,302,135,0.447019868,790,201,0.25443038,580,190,0.327586207,-0.078902953,-0.119433661,-0.132998292,-0.024807614,-0.187280755,-0.051586567
903631,903096,How much time did you usually spend doing vigorous physical activities on one of those days (minutes per day)?,PMI: Skip,285,105,0.368421053,215,99,0.460465116,517,136,0.263056093,392,127,0.323979592,-0.10536496,-0.136485524,-0.173016713,-0.037713207,-0.217634596,-0.055336452
1332826,1332799,Do you think you have used more or less prescription sedatives or prescription sleeping pills in the past month than you used to?,More often than usual,73,25,0.342465753,52,20,0.384615385,126,31,0.246031746,90,22,0.244444444,-0.096434007,-0.140170941,-0.228741323,0.035873309,-0.299444851,0.019102969
1333019,1332791,Do you think you have used more or less prescription opioids in the past month than you used to?,The same as usual,39,28,0.717948718,31,22,0.709677419,81,42,0.518518519,65,34,0.523076923,-0.199430199,-0.186600496,-0.377716388,-0.02114401,-0.387286487,0.014085495
1310051,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people. How often did you wear a face mask or face covering?",PMI: Skip,48,22,0.458333333,38,20,0.526315789,867,269,0.310265283,671,223,0.332339791,-0.14806805,-0.193975998,-0.292348472,-0.003787628,-0.356681448,-0.031270548
1333235,1332779,Which of the following symptoms did you have? (select all that apply).,Runny or stuffy nose,177,21,0.118644068,29,20,0.689655172,5717,419,0.073290187,767,378,0.492829205,-0.045353881,-0.196825967,-0.093469214,0.002761452,-0.368881947,-0.024769987
1332763,1332743,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",Not that I know of,912,727,0.797149123,556,469,0.84352518,4709,2305,0.489488214,2051,1281,0.624573379,-0.307660909,-0.218951801,-0.337409239,-0.277912579,-0.25570927,-0.182194332
1332847,903096,"In the past month, have the following behaviors increased in your household? Select all that apply.",PMI: Skip,1066,231,0.216697936,556,231,0.415467626,5273,387,0.073392756,2051,380,0.185275475,-0.14330518,-0.230192151,-0.169019414,-0.117590946,-0.274471107,-0.185913195
1333156,45878245,Do you think you have had COVID-19?,No,903,756,0.837209302,556,480,0.863309353,4477,2121,0.473754746,2051,1194,0.582155046,-0.363454556,-0.281154307,-0.391627443,-0.335281669,-0.316804243,-0.245504371
1333294,903096,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",PMI: Skip,1001,343,0.342657343,556,330,0.59352518,4954,576,0.116269681,2051,541,0.263773769,-0.226387662,-0.329751411,-0.257113453,-0.195661871,-0.374813216,-0.284689606
